Selection	Begin File	End File	Begin Time (s)	End Time (s)	Begin Date Time	End Date	End Clock Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Species	Signal Type	annotator
1315	CESCAB_20240822_231022.flac	CESCAB_20240822_231022.flac	124414.160599947	124414.761399984	2024/8/22  23:10:26.1606	2024/8/22	23:10:26.7614	0.6008	7894.737	14210.526	11250	Delphinidae	whistles	SA
1316	CESCAB_20240822_231022.flac	CESCAB_20240822_231022.flac	124432.078399897	124433.223700047	2024/8/22  23:10:44.0784	2024/8/22	23:10:45.2237	1.1453	7894.737	20751.88	15000	Delphinidae	whistles	SA
1317	CESCAB_20240822_231022.flac	CESCAB_20240822_231022.flac	124437.147700071	124437.579699993	2024/8/22  23:10:49.1477	2024/8/22	23:10:49.5797	0.432	10000	14360.902	11250	Delphinidae	whistles	SA
1318	CESCAB_20240822_233252.flac	CESCAB_20240822_233252.flac	124523.222199917	124523.993999958	2024/8/22  23:33:15.2222	2024/8/22	23:33:15.9940	0.7718	8045.113	17142.857	15000	Delphinidae	whistles	SA
1319	CESCAB_20240822_233252.flac	CESCAB_20240822_233252.flac	124529.256599903	124529.915800095	2024/8/22  23:33:21.2566	2024/8/22	23:33:21.9158	0.6592	6992.481	14887.218	14531.25	Delphinidae	whistles	SA
1320	CESCAB_20240823_005522.flac	CESCAB_20240823_005522.flac	124846.16869998	124846.557899952	2024/8/23  0:55:38.1687	2024/8/23	0:55:38.5579	0.3892	6015.038	13007.519	6093.75	Delphinidae	whistles	SA
1321	CESCAB_20240823_034752.flac	CESCAB_20240823_034752.flac	125521.316099882	125522.423099995	2024/8/23  3:47:53.3161	2024/8/23	3:47:54.4231	1.107	12255.639	19172.932	18750	Delphinidae	whistles	SA
1322	CESCAB_20240823_034752.flac	CESCAB_20240823_034752.flac	125544.452899933	125545.177400112	2024/8/23  3:48:16.4529	2024/8/23	3:48:17.1774	0.7245	6766.917	21052.632	7031.25	Delphinidae	whistles	SA
1323	CESCAB_20240823_041022.flac	CESCAB_20240823_041022.flac	125613.72300005	125614.325999975	2024/8/23  4:10:25.7230	2024/8/23	4:10:26.3260	0.603	8496.241	19248.12	17343.75	Delphinidae	whistles	SA
1324	CESCAB_20240823_044022.flac	CESCAB_20240823_044022.flac	125738.23119998	125739.563199997	2024/8/23  4:40:30.2312	2024/8/23	4:40:31.5632	1.332	5187.97	17744.361	6093.75	Delphinidae	whistles	SA
1325	CESCAB_20240823_044022.flac	CESCAB_20240823_044022.flac	125755.41170001	125756.183399916	2024/8/23  4:40:47.4117	2024/8/23	4:40:48.1834	0.7717	7293.233	18270.677	8437.5	Delphinidae	whistles	SA
1326	CESCAB_20240823_044022.flac	CESCAB_20240823_044022.flac	125758.161200047	125759.155699968	2024/8/23  4:40:50.1612	2024/8/23	4:40:51.1557	0.9945	8721.805	13609.023	10781.25	Delphinidae	whistles	SA
1327	CESCAB_20240823_051022.flac	CESCAB_20240823_051022.flac	125851.34800005	125852.639499903	2024/8/23  5:10:23.3480	2024/8/23	5:10:24.6395	1.2915	5263.158	17669.173	5625	Delphinidae	whistles	SA
1328	CESCAB_20240823_051022.flac	CESCAB_20240823_051022.flac	125864.846699953	125865.771500111	2024/8/23  5:10:36.8467	2024/8/23	5:10:37.7715	0.9248	7293.233	21278.195	7500	Delphinidae	whistles	SA
1329	CESCAB_20240823_051022.flac	CESCAB_20240823_051022.flac	125877.944000006	125878.756200075	2024/8/23  5:10:49.9440	2024/8/23	5:10:50.7562	0.8122	6240.602	23007.519	7031.25	Delphinidae	whistles	SA
1330	CESCAB_20240823_051752.flac	CESCAB_20240823_051752.flac	125892.712100029	125893.429800034	2024/8/23  5:18:04.7121	2024/8/23	5:18:05.4298	0.7177	6315.789	15413.534	7500	Delphinidae	whistles	SA
1331	CESCAB_20240823_051752.flac	CESCAB_20240823_051752.flac	125901.876300097	125902.526599884	2024/8/23  5:18:13.8763	2024/8/23	5:18:14.5266	0.6503	6842.105	18120.301	7500	Delphinidae	whistles	SA
1332	CESCAB_20240823_053252.flac	CESCAB_20240823_053252.flac	125950.723799944	125951.581099987	2024/8/23  5:33:02.7238	2024/8/23	5:33:03.5811	0.8573	10225.564	19849.624	18750	Delphinidae	whistles	SA
1333	CESCAB_20240823_054752.flac	CESCAB_20240823_054752.flac	126004.028199911	126004.6875	2024/8/23  5:47:56.0282	2024/8/23	5:47:56.6875	0.6593	10000	16842.105	10781.25	Delphinidae	whistles	SA
1334	CESCAB_20240823_055522.flac	CESCAB_20240823_055522.flac	126053.863500118	126054.655499935	2024/8/23  5:55:45.8635	2024/8/23	5:55:46.6555	0.792	6691.729	15488.722	8437.5	Delphinidae	whistles	SA
1335	CESCAB_20240823_061022.flac	CESCAB_20240823_061022.flac	126098.17050004	126099.05250001	2024/8/23  6:10:30.1705	2024/8/23	6:10:31.0525	0.882	10827.068	19022.556	18750	Delphinidae	whistles	SA
1336	CESCAB_20240823_061022.flac	CESCAB_20240823_061022.flac	126099.506500006	126099.694400072	2024/8/23  6:10:31.5065	2024/8/23	6:10:31.6944	0.1879	13185.149	27858.944	27656.25	Delphinidae	whistles	SA
1337	CESCAB_20240823_061022.flac	CESCAB_20240823_061022.flac	126099.888999939	126100.706899881	2024/8/23  6:10:31.8890	2024/8/23	6:10:32.7069	0.8179	6379.911	27752.612	18750	Delphinidae	whistles	SA
1338	CESCAB_20240823_061752.flac	CESCAB_20240823_061752.flac	126136.386499882	126136.838799953	2024/8/23  6:18:08.3865	2024/8/23	6:18:08.8388	0.4523	7017.902	21160.038	18750	Delphinidae	whistles	SA
1339	CESCAB_20240823_061752.flac	CESCAB_20240823_061752.flac	126147.714400053	126148.431900024	2024/8/23  6:18:19.7144	2024/8/23	6:18:20.4319	0.7175	5529.256	16694.1	6093.75	Delphinidae	whistles	SA
1340	CESCAB_20240823_063252.flac	CESCAB_20240823_063252.flac	126207.718499899	126208.256299973	2024/8/23  6:33:19.7185	2024/8/23	6:33:20.2563	0.5378	7549.561	16375.104	8437.5	Delphinidae	whistles	SA
1341	CESCAB_20240823_064752.flac	CESCAB_20240823_064752.flac	126252.379199982	126253.017199993	2024/8/23  6:48:04.3792	2024/8/23	6:48:05.0172	0.638	8506.548	21053.706	17343.75	Delphinidae	whistles	SA
1342	CESCAB_20240823_065522.flac	CESCAB_20240823_065522.flac	126293.739500046	126294.731699944	2024/8/23  6:55:45.7395	2024/8/23	6:55:46.7317	0.9922	6167.247	18927.069	17343.75	Delphinidae	whistles	SA
1343	CESCAB_20240823_070252.flac	CESCAB_20240823_070252.flac	126301.521600008	126303.132600069	2024/8/23  7:02:53.5216	2024/8/23	7:02:55.1326	1.611	3615.283	20734.71	4218.75	Delphinidae	whistles	SA
1344	CESCAB_20240823_070252.flac	CESCAB_20240823_070252.flac	126302.284399986	126302.549900055	2024/8/23  7:02:54.2844	2024/8/23	7:02:54.5499	0.2655	5635.588	12759.822	6093.75	Delphinidae	whistles	SA
1345	CESCAB_20240823_070252.flac	CESCAB_20240823_070252.flac	126306.401900053	126307.535900116	2024/8/23  7:02:58.4019	2024/8/23	7:02:59.5359	1.134	7655.893	23074.011	17343.75	Delphinidae	whistles	SA
1346	CESCAB_20240823_070252.flac	CESCAB_20240823_070252.flac	126308.816299915	126310.518699884	2024/8/23  7:03:00.8163	2024/8/23	7:03:02.5187	1.7024	7124.234	27858.944	27656.25	Delphinidae	whistles	SA
1347	CESCAB_20240823_070252.flac	CESCAB_20240823_070252.flac	126310.701499939	126311.420599937	2024/8/23  7:03:02.7015	2024/8/23	7:03:03.4206	0.7191	7230.566	17757.418	17343.75	Delphinidae	whistles	SA
1348	CESCAB_20240823_071022.flac	CESCAB_20240823_071022.flac	126343.539499998	126344.371999979	2024/8/23  7:10:35.5395	2024/8/23	7:10:36.3720	0.8325	8506.548	16162.441	15468.75	Delphinidae	whistles	SA
1349	CESCAB_20240823_071022.flac	CESCAB_20240823_071022.flac	126345.74000001	126346.388000011	2024/8/23  7:10:37.7400	2024/8/23	7:10:38.3880	0.648	7336.897	13823.14	8437.5	Delphinidae	whistles	SA
1350	CESCAB_20240823_071022.flac	CESCAB_20240823_071022.flac	126347.933799982	126349.099299908	2024/8/23  7:10:39.9338	2024/8/23	7:10:41.0993	1.1655	4359.606	22755.015	4687.5	Delphinidae	whistles	SA
1351	CESCAB_20240823_071022.flac	CESCAB_20240823_071022.flac	126354.798500061	126355.601799965	2024/8/23  7:10:46.7985	2024/8/23	7:10:47.6018	0.8033	5316.592	16587.768	6093.75	Delphinidae	whistles	SA
1352	CESCAB_20240823_071022.flac	CESCAB_20240823_071022.flac	126357.131200075	126358.382200003	2024/8/23  7:10:49.1312	2024/8/23	7:10:50.3822	1.251	6167.247	19565.06	6562.5	Delphinidae	whistles	SA
1353	CESCAB_20240823_071022.flac	CESCAB_20240823_071022.flac	126358.6322999	126359.705499887	2024/8/23  7:10:50.6323	2024/8/23	7:10:51.7055	1.0732	6911.57	21904.36	17343.75	Delphinidae	whistles	SA
1354	CESCAB_20240823_073252.flac	CESCAB_20240823_073252.flac	126423.609400034	126424.599400043	2024/8/23  7:32:55.6094	2024/8/23	7:32:56.5994	0.99	10633.185	18501.741	17343.75	Delphinidae	whistles	SA
1355	CESCAB_20240823_073252.flac	CESCAB_20240823_073252.flac	126425.438800097	126426.469300032	2024/8/23  7:32:57.4388	2024/8/23	7:32:58.4693	1.0305	7762.225	24137.329	17343.75	Delphinidae	whistles	SA
1356	CESCAB_20240823_073252.flac	CESCAB_20240823_073252.flac	126429.592299938	126430.334800005	2024/8/23  7:33:01.5923	2024/8/23	7:33:02.3348	0.7425	6167.247	17438.423	17343.75	Delphinidae	whistles	SA
1357	CESCAB_20240823_073252.flac	CESCAB_20240823_073252.flac	126433.333199978	126433.855200052	2024/8/23  7:33:05.3332	2024/8/23	7:33:05.8552	0.522	9463.534	27114.621	17343.75	Delphinidae	whistles	SA
1358	CESCAB_20240823_073252.flac	CESCAB_20240823_073252.flac	126435.421299934	126437.065999985	2024/8/23  7:33:07.4213	2024/8/23	7:33:09.0660	1.6447	7124.234	21798.029	17343.75	Delphinidae	whistles	SA
1359	CESCAB_20240823_073252.flac	CESCAB_20240823_073252.flac	126444.440700054	126445.351999998	2024/8/23  7:33:16.4407	2024/8/23	7:33:17.3520	0.9113	10739.517	18182.746	17343.75	Delphinidae	whistles	SA
1360	CESCAB_20240823_073252.flac	CESCAB_20240823_073252.flac	126449.015000105	126449.582000017	2024/8/23  7:33:21.0150	2024/8/23	7:33:21.5820	0.567	8825.543	18501.741	17343.75	Delphinidae	whistles	SA
1361	CESCAB_20240823_074022.flac	CESCAB_20240823_074022.flac	126463.458800077	126464.860500097	2024/8/23  7:40:35.4588	2024/8/23	7:40:36.8605	1.4017	6273.579	16694.1	15000	Delphinidae	whistles	SA
1362	CESCAB_20240823_074022.flac	CESCAB_20240823_074022.flac	126477.408799887	126478.704799891	2024/8/23  7:40:49.4088	2024/8/23	7:40:50.7048	1.296	4784.933	21266.369	17343.75	Delphinidae	whistles	SA
1363	CESCAB_20240823_074022.flac	CESCAB_20240823_074022.flac	126479.525399923	126479.977600098	2024/8/23  7:40:51.5254	2024/8/23	7:40:51.9776	0.4522	9250.871	18501.741	17343.75	Delphinidae	whistles	SA
1364	CESCAB_20240823_074752.flac	CESCAB_20240823_074752.flac	126487.455499887	126488.006700039	2024/8/23  7:47:59.4555	2024/8/23	7:48:00.0067	0.5512	5529.256	26795.625	17343.75	Delphinidae	whistles	SA
1365	CESCAB_20240823_074752.flac	CESCAB_20240823_074752.flac	126487.689500093	126489.129499912	2024/8/23  7:47:59.6895	2024/8/23	7:48:01.1295	1.44	6592.575	20734.71	17343.75	Delphinidae	whistles	SA
1366	CESCAB_20240823_074752.flac	CESCAB_20240823_074752.flac	126488.436500072	126489.230700016	2024/8/23  7:48:00.4365	2024/8/23	7:48:01.2307	0.7942	9250.871	16694.1	15000	Delphinidae	whistles	SA
1367	CESCAB_20240823_074752.flac	CESCAB_20240823_074752.flac	126496.014899969	126497.099400043	2024/8/23  7:48:08.0149	2024/8/23	7:48:09.0994	1.0845	6698.906	17225.759	15000	Delphinidae	whistles	SA
1368	CESCAB_20240823_074752.flac	CESCAB_20240823_074752.flac	126497.987999916	126499.641700029	2024/8/23  7:48:09.9880	2024/8/23	7:48:11.6417	1.6537	6805.238	23924.666	17343.75	Delphinidae	whistles	SA
1369	CESCAB_20240823_074752.flac	CESCAB_20240823_074752.flac	126500.119999886	126501.044800043	2024/8/23  7:48:12.1200	2024/8/23	7:48:13.0448	0.9248	9357.203	21691.697	17343.75	Delphinidae	whistles	SA
1370	CESCAB_20240823_074752.flac	CESCAB_20240823_074752.flac	126504.612699986	126504.943399906	2024/8/23  7:48:16.6127	2024/8/23	7:48:16.9434	0.3307	9888.862	22436.02	17343.75	Delphinidae	whistles	SA
1371	CESCAB_20240823_074752.flac	CESCAB_20240823_074752.flac	126504.664400101	126506.268699884	2024/8/23  7:48:16.6644	2024/8/23	7:48:18.2687	1.6043	8081.22	25094.316	17343.75	Delphinidae	whistles	SA
1372	CESCAB_20240823_075522.flac	CESCAB_20240823_075522.flac	126514.136399984	126514.98239994	2024/8/23  7:55:26.1364	2024/8/23	7:55:26.9824	0.846	7655.893	24668.988	15000	Delphinidae	whistles	SA
1373	CESCAB_20240823_075522.flac	CESCAB_20240823_075522.flac	126514.58859992	126516.29189992	2024/8/23  7:55:26.5886	2024/8/23	7:55:28.2919	1.7033	6273.579	20203.051	15000	Delphinidae	whistles	SA
1374	CESCAB_20240823_075522.flac	CESCAB_20240823_075522.flac	126522.542900085	126523.50819993	2024/8/23  7:55:34.5429	2024/8/23	7:55:35.5082	0.9653	5210.26	17970.082	6093.75	Delphinidae	whistles	SA
1375	CESCAB_20240823_075522.flac	CESCAB_20240823_075522.flac	126523.064899921	126523.97390008	2024/8/23  7:55:35.0649	2024/8/23	7:55:35.9739	0.909	9357.203	20841.042	15000	Delphinidae	whistles	SA
1376	CESCAB_20240823_075522.flac	CESCAB_20240823_075522.flac	126524.950400114	126525.881900072	2024/8/23  7:55:36.9504	2024/8/23	7:55:37.8819	0.9315	7124.234	12759.822	7968.75	Delphinidae	whistles	SA
1377	CESCAB_20240823_075522.flac	CESCAB_20240823_075522.flac	126530.588900089	126531.542900085	2024/8/23  7:55:42.5889	2024/8/23	7:55:43.5429	0.954	7230.566	21160.038	15000	Delphinidae	whistles	SA
1378	CESCAB_20240823_075522.flac	CESCAB_20240823_075522.flac	126535.574500084	126535.936700106	2024/8/23  7:55:47.5745	2024/8/23	7:55:47.9367	0.3622	5954.583	15311.786	6093.75	Delphinidae	whistles	SA
1379	CESCAB_20240823_080252.flac	CESCAB_20240823_080252.flac	126554.697700024	126555.892499924	2024/8/23  8:03:06.6977	2024/8/23	8:03:07.8925	1.1948	7549.561	20415.715	15000	Delphinidae	whistles	SA
1380	CESCAB_20240823_081022.flac	CESCAB_20240823_081022.flac	126592.715399981	126594.157700062	2024/8/23  8:10:44.7154	2024/8/23	8:10:46.1577	1.4423	5422.924	22010.692	8437.5	Delphinidae	whistles	SA
1381	CESCAB_20240823_081022.flac	CESCAB_20240823_081022.flac	126595.615700006	126596.66869998	2024/8/23  8:10:47.6157	2024/8/23	8:10:48.6687	1.053	5210.26	16162.441	8437.5	Delphinidae	whistles	SA
1382	CESCAB_20240823_081752.flac	CESCAB_20240823_081752.flac	126604.111700058	126604.372699976	2024/8/23  8:17:56.1117	2024/8/23	8:17:56.3727	0.261	9144.539	15524.45	15000	Delphinidae	whistles	SA
1383	CESCAB_20240823_081752.flac	CESCAB_20240823_081752.flac	126620.302700043	126620.583899975	2024/8/23  8:18:12.3027	2024/8/23	8:18:12.5839	0.2812	8931.875	14673.795	14531.25	Delphinidae	whistles	SA
1384	CESCAB_20240823_083252.flac	CESCAB_20240823_083252.flac	126662.459800005	126663.39350009	2024/8/23  8:32:54.4598	2024/8/23	8:32:55.3935	0.9337	6486.243	16906.764	15000	Delphinidae	whistles	SA
1385	CESCAB_20240823_113252.flac	CESCAB_20240823_113252.flac	127407.64350009	127408.437700033	2024/8/23  11:33:19.6435	2024/8/23	11:33:20.4377	0.7942	7762.225	22436.02	15000	Delphinidae	whistles	SA
1386	CESCAB_20240823_174752_surface.flac	CESCAB_20240823_174752_surface.flac	128881.188699961	128882.49819994	2024/8/23  17:47:53.1887	2024/8/23	17:47:54.4982	1.3095	5741.92	22542.352	6562.5	Delphinidae	whistles	SA
1387	CESCAB_20240823_174752_surface.flac	CESCAB_20240823_174752_surface.flac	128891.446500063	128892.373500109	2024/8/23  17:48:03.4465	2024/8/23	17:48:04.3735	0.927	9250.871	17438.423	13125	Delphinidae	whistles	SA
1388	CESCAB_20240823_174752_surface.flac	CESCAB_20240823_174752_surface.flac	128896.835200071	128897.701499939	2024/8/23  17:48:08.8352	2024/8/23	17:48:09.7015	0.8663	7336.897	21479.033	7968.75	Delphinidae	whistles	SA
1389	CESCAB_20240823_174752_surface.flac	CESCAB_20240823_174752_surface.flac	128902.802200079	128903.497499943	2024/8/23  17:48:14.8022	2024/8/23	17:48:15.4975	0.6953	8931.875	20415.715	11250	Delphinidae	whistles	SA
1390	CESCAB_20240823_180252.flac	CESCAB_20240823_180252.flac	128958.015000105	128958.233200073	2024/8/23  18:03:10.0150	2024/8/23	18:03:10.2332	0.2182	13291.481	18076.414	14531.25	Delphinidae	whistles	SA
1391	CESCAB_20240823_180252.flac	CESCAB_20240823_180252.flac	128958.471699953	128958.633699894	2024/8/23  18:03:10.4717	2024/8/23	18:03:10.6337	0.162	14780.127	22967.679	15468.75	Delphinidae	whistles	SA
1392	CESCAB_20240823_193252.flac	CESCAB_20240823_193252.flac	129311.352699995	129311.980499983	2024/8/23  19:33:03.3527	2024/8/23	19:33:03.9805	0.6278	7230.566	17438.423	8437.5	Delphinidae	whistles	SA
1393	CESCAB_20240823_194752.flac	CESCAB_20240823_194752.flac	129374.080499887	129374.991699934	2024/8/23  19:48:06.0805	2024/8/23	19:48:06.9917	0.9112	6911.57	14992.79	7031.25	Delphinidae	whistles	SA
1394	CESCAB_20240823_194752.flac	CESCAB_20240823_194752.flac	129377.866300106	129378.415299892	2024/8/23  19:48:09.8663	2024/8/23	19:48:10.4153	0.549	7549.561	17438.423	8437.5	Delphinidae	whistles	SA
1395	CESCAB_20240823_195522.flac	CESCAB_20240823_195522.flac	129417.45359993	129419.048799992	2024/8/23  19:55:49.4536	2024/8/23	19:55:51.0488	1.5952	4146.942	20947.374	20625	Delphinidae	whistles	SA
1396	CESCAB_20240823_201022.flac	CESCAB_20240823_201022.flac	129456.089699984	129456.659300089	2024/8/23  20:10:28.0897	2024/8/23	20:10:28.6593	0.5696	5422.924	15843.445	5625	Delphinidae	whistles	SA
1397	CESCAB_20240823_201022.flac	CESCAB_20240823_201022.flac	129459.829099894	129460.400300026	2024/8/23  20:10:31.8291	2024/8/23	20:10:32.4003	0.5712	8187.552	9888.862	8437.5	Delphinidae	whistles	SA
1398	CESCAB_20240823_201022.flac	CESCAB_20240823_201022.flac	129468.797600031	129469.076100111	2024/8/23  20:10:40.7976	2024/8/23	20:10:41.0761	0.2785	10101.525	17863.75	12187.5	Delphinidae	whistles	SA
1399	CESCAB_20240823_202522.flac	CESCAB_20240823_202522.flac	129520.67779994	129521.425600052	2024/8/23  20:25:32.6778	2024/8/23	20:25:33.4256	0.7478	5529.256	18501.741	13593.75	Delphinidae	whistles	SA
1400	CESCAB_20240823_202522.flac	CESCAB_20240823_202522.flac	129527.337599993	129528.082299948	2024/8/23  20:25:39.3376	2024/8/23	20:25:40.0823	0.7447	4784.933	17013.095	13593.75	Delphinidae	whistles	SA
1401	CESCAB_20240823_204752.flac	CESCAB_20240823_204752.flac	129604.684999943	129605.524199963	2024/8/23  20:47:56.6850	2024/8/23	20:47:57.5242	0.8392	7655.893	15630.781	12187.5	Delphinidae	whistles	SA
1402	CESCAB_20240823_204752.flac	CESCAB_20240823_204752.flac	129610.754300117	129611.49909997	2024/8/23  20:48:02.7543	2024/8/23	20:48:03.4991	0.7448	6167.247	23074.011	22968.75	Delphinidae	whistles	SA
1403	CESCAB_20240823_204752.flac	CESCAB_20240823_204752.flac	129611.289799929	129612.536299944	2024/8/23  20:48:03.2898	2024/8/23	20:48:04.5363	1.2465	7230.566	20522.046	20156.25	Delphinidae	whistles	SA
1404	CESCAB_20240823_204752.flac	CESCAB_20240823_204752.flac	129616.158799887	129616.930599928	2024/8/23  20:48:08.1588	2024/8/23	20:48:08.9306	0.7718	7549.561	22436.02	22031.25	Delphinidae	whistles	SA
1405	CESCAB_20240823_204752.flac	CESCAB_20240823_204752.flac	129620.125999928	129620.364500046	2024/8/23  20:48:12.1260	2024/8/23	20:48:12.3645	0.2385	8612.88	14992.79	11250	Delphinidae	whistles	SA
1406	CESCAB_20240823_204752.flac	CESCAB_20240823_204752.flac	129623.9848001	129625.738100052	2024/8/23  20:48:15.9848	2024/8/23	20:48:17.7381	1.7533	5529.256	18608.073	15000	Delphinidae	whistles	SA
1407	CESCAB_20240823_204752.flac	CESCAB_20240823_204752.flac	129627.739599943	129628.643199921	2024/8/23  20:48:19.7396	2024/8/23	20:48:20.6432	0.9036	7124.234	20096.719	7500	Delphinidae	whistles	SA
1408	CESCAB_20240823_204752.flac	CESCAB_20240823_204752.flac	129629.727699995	129629.986500025	2024/8/23  20:48:21.7277	2024/8/23	20:48:21.9865	0.2588	5848.252	16162.441	7031.25	Delphinidae	whistles	SA
1409	CESCAB_20240823_213252.flac	CESCAB_20240823_213252.flac	129806.93659997	129807.85619998	2024/8/23  21:33:18.9366	2024/8/23	21:33:19.8562	0.9196	8612.88	21798.029	21562.5	Delphinidae	whistles	SA
1410	CESCAB_20240823_213252.flac	CESCAB_20240823_213252.flac	129808.262599945	129808.971400023	2024/8/23  21:33:20.2626	2024/8/23	21:33:20.9714	0.7088	6805.238	15737.113	8437.5	Delphinidae	whistles	SA
1411	CESCAB_20240823_213252.flac	CESCAB_20240823_213252.flac	129808.831899881	129809.567600012	2024/8/23  21:33:20.8319	2024/8/23	21:33:21.5676	0.7357	7124.234	14780.127	8437.5	Delphinidae	whistles	SA
1412	CESCAB_20240823_213252.flac	CESCAB_20240823_213252.flac	129809.211299896	129809.994100094	2024/8/23  21:33:21.2113	2024/8/23	21:33:21.9941	0.7828	7868.557	20096.719	19687.5	Delphinidae	whistles	SA
1413	CESCAB_20240823_214022.flac	CESCAB_20240823_214022.flac	129837.828999996	129838.299900055	2024/8/23  21:40:49.8290	2024/8/23	21:40:50.2999	0.4709	9995.194	15099.122	12187.5	Delphinidae	whistles	SA
1414	CESCAB_20240823_214752.flac	CESCAB_20240823_214752.flac	129849.1329	129849.552900076	2024/8/23  21:48:01.1329	2024/8/23	21:48:01.5529	0.42	8612.88	22967.679	14531.25	Delphinidae	whistles	SA
1415	CESCAB_20240823_214752.flac	CESCAB_20240823_214752.flac	129852.014100075	129853.204099894	2024/8/23  21:48:04.0141	2024/8/23	21:48:05.2041	1.19	9676.198	19139.732	14531.25	Delphinidae	whistles	SA
1416	CESCAB_20240823_214752.flac	CESCAB_20240823_214752.flac	129854.76970005	129855.708400011	2024/8/23  21:48:06.7697	2024/8/23	21:48:07.7084	0.9387	10420.521	17013.095	14531.25	Delphinidae	whistles	SA
1417	CESCAB_20240823_214752.flac	CESCAB_20240823_214752.flac	129862.961499929	129864.005500078	2024/8/23  21:48:14.9615	2024/8/23	21:48:16.0055	1.044	6805.238	19458.728	14531.25	Delphinidae	whistles	SA
1418	CESCAB_20240823_215522.flac	CESCAB_20240823_215522.flac	129897.308799982	129898.366300106	2024/8/23  21:55:49.3088	2024/8/23	21:55:50.3663	1.0575	8293.884	16481.436	8437.5	Delphinidae	whistles	SA
1419	CESCAB_20240823_220252.flac	CESCAB_20240823_220252.flac	129902.816900015	129905.0697999	2024/8/23  22:02:54.8169	2024/8/23	22:02:57.0698	2.2529	4465.938	22223.356	4687.5	Delphinidae	whistles	SA
1420	CESCAB_20240823_220252.flac	CESCAB_20240823_220252.flac	129908.473700047	129909.889699936	2024/8/23  22:03:00.4737	2024/8/23	22:03:01.8897	1.416	6273.579	15843.445	13125	Delphinidae	whistles	SA
1421	CESCAB_20240823_220252.flac	CESCAB_20240823_220252.flac	129909.673300028	129910.685199976	2024/8/23  22:03:01.6733	2024/8/23	22:03:02.6852	1.0119	6379.911	17013.095	13125	Delphinidae	whistles	SA
1422	CESCAB_20240823_220252.flac	CESCAB_20240823_220252.flac	129916.785399914	129917.934099913	2024/8/23  22:03:08.7854	2024/8/23	22:03:09.9341	1.1487	7124.234	16481.436	13125	Delphinidae	whistles	SA
1423	CESCAB_20240823_220252.flac	CESCAB_20240823_220252.flac	129928.487200022	129929.858599901	2024/8/23  22:03:20.4872	2024/8/23	22:03:21.8586	1.3714	4572.269	17438.423	4687.5	Delphinidae	whistles	SA
1424	CESCAB_20240823_221022.flac	CESCAB_20240823_221022.flac	129931.470099926	129932.249599934	2024/8/23  22:10:23.4701	2024/8/23	22:10:24.2496	0.7795	6379.911	17970.082	10781.25	Delphinidae	whistles	SA
1425	CESCAB_20240823_221022.flac	CESCAB_20240823_221022.flac	129933.688699961	129934.131000042	2024/8/23  22:10:25.6887	2024/8/23	22:10:26.1310	0.4423	6167.247	16268.773	10781.25	Delphinidae	whistles	SA
1426	CESCAB_20240823_221022.flac	CESCAB_20240823_221022.flac	129937.072400093	129937.580899954	2024/8/23  22:10:29.0724	2024/8/23	22:10:29.5809	0.5085	5316.592	19352.396	5625	Delphinidae	whistles	SA
1427	CESCAB_20240823_221022.flac	CESCAB_20240823_221022.flac	129941.763700008	129942.490400076	2024/8/23  22:10:33.7637	2024/8/23	22:10:34.4904	0.7267	4784.933	24349.993	23906.25	Delphinidae	whistles	SA
1428	CESCAB_20240823_221022.flac	CESCAB_20240823_221022.flac	129944.614200115	129945.424200058	2024/8/23  22:10:36.6142	2024/8/23	22:10:37.4242	0.81	5103.929	22861.347	22500	Delphinidae	whistles	SA
1429	CESCAB_20240823_224752.flac	CESCAB_20240823_224752.flac	130082.421499968	130083.501499891	2024/8/23  22:47:54.4215	2024/8/23	22:47:55.5015	1.08	7974.889	17438.423	8437.5	Delphinidae	whistles	SA
1430	CESCAB_20240823_224752.flac	CESCAB_20240823_224752.flac	130108.200799942	130108.970299959	2024/8/23  22:48:20.2008	2024/8/23	22:48:20.9703	0.7695	11696.503	24668.988	17343.75	Delphinidae	whistles	SA
1431	CESCAB_20240823_225522.flac	CESCAB_20240823_225522.flac	130111.535300016	130111.827800035	2024/8/23  22:55:23.5353	2024/8/23	22:55:23.8278	0.2925	5422.924	18289.078	6093.75	Delphinidae	whistles	SA
1432	CESCAB_20240823_225522.flac	CESCAB_20240823_225522.flac	130118.719899893	130119.439899921	2024/8/23  22:55:30.7199	2024/8/23	22:55:31.4399	0.72	8825.543	23605.67	17343.75	Delphinidae	whistles	SA
1433	CESCAB_20240823_225522.flac	CESCAB_20240823_225522.flac	130121.174099922	130121.621900082	2024/8/23  22:55:33.1741	2024/8/23	22:55:33.6219	0.4478	6698.906	19671.392	17343.75	Delphinidae	whistles	SA
1434	CESCAB_20240823_225522.flac	CESCAB_20240823_225522.flac	130130.558900118	130130.716399908	2024/8/23  22:55:42.5589	2024/8/23	22:55:42.7164	0.1575	6698.906	13716.808	12656.25	Delphinidae	whistles	SA
1435	CESCAB_20240823_225522.flac	CESCAB_20240823_225522.flac	130134.005000114	130135.022000074	2024/8/23  22:55:46.0050	2024/8/23	22:55:47.0220	1.017	6486.243	19565.06	6562.5	Delphinidae	whistles	SA
