Selection	Begin File	End File	Begin Time (s)	End Time (s)	Begin Date Time	End Date	End Clock Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Species	Signal Type	annotator
240	CESCAB_20240821_081022.flac	CESCAB_20240821_081022.flac	115058.434499979	115076.361999989	2024/8/21  8:10:30.4345	2024/8/21	8:10:48.3620	17.9275	3505.535	15682.657	9843.75	Delphinidae	whistles	MC
241	CESCAB_20240821_081752.flac	CESCAB_20240821_081752.flac	115092.601000071	115106.006099939	2024/8/21  8:18:04.6010	2024/8/21	8:18:18.0061	13.4051	1660.517	14944.649	1875	Delphinidae	whistles	MC
242	CESCAB_20240821_201752.flac	CESCAB_20240821_203252.flac	117968.547100067	118045.324700117	2024/8/21  20:18:00.5471	2024/8/21	20:33:17.3247	76.7776	22291.667	37291.667	30468.75	Delphinidae	clicks	MC
243	CESCAB_20240821_203252.flac	CESCAB_20240821_205522.flac	118046.771100044	118139.459399939	2024/8/21  20:33:18.7711	2024/8/21	20:55:51.4594	92.6883	17916.667	38125	21562.5	Delphinidae	clicks	MC
244	CESCAB_20240821_211752.flac	CESCAB_20240821_211752.flac	118204.840899944	118228.714299917	2024/8/21  21:17:56.8409	2024/8/21	21:18:20.7143	23.8734	22916.667	41666.667	26718.75	Delphinidae	clicks	MC
245	CESCAB_20240821_214022.flac	CESCAB_20240821_214022.flac	118290.095400095	118312.178100109	2024/8/21  21:40:22.0954	2024/8/21	21:40:44.1781	22.0827	4583.333	17500	4687.5	Delphinidae	whistles	MC
246	CESCAB_20240821_214752.flac	CESCAB_20240821_231022.flac	118323.813299894	118650.004899979	2024/8/21  21:47:55.8133	2024/8/21	23:10:22.0049	326.1916	27916.667	42916.667	28593.75	Delphinidae	clicks	MC
247	CESCAB_20240821_230252.flac	CESCAB_20240821_230252.flac	118628.8197999	118631.888000011	2024/8/21  23:03:00.8198	2024/8/21	23:03:03.8880	3.0682	6458.333	16041.667	6562.5	Delphinidae	whistles	MC
248	CESCAB_20240822_030252.flac	CESCAB_20240822_032522.flac	119585.477200031	119698.548700094	2024/8/22  3:02:57.4772	2024/8/22	3:25:50.5487	113.0715	23333.333	45000	25312.5	Delphinidae	clicks	MC
249	CESCAB_20240822_030252.flac	CESCAB_20240822_030252.flac	119586.408600092	119592.188800097	2024/8/22  3:02:58.4086	2024/8/22	3:03:04.1888	5.7802	5208.333	17500	6093.75	Delphinidae	whistles	MC
250	CESCAB_20240822_032522.flac	CESCAB_20240822_032522.flac	119684.230499983	119691.316600084	2024/8/22  3:25:36.2305	2024/8/22	3:25:43.3166	7.0861	3541.667	17916.667	6093.75	Delphinidae	whistles	MC
251	CESCAB_20240822_042522.flac	CESCAB_20240822_042522.flac	119935.273299932	119936.822999954	2024/8/22  4:25:47.2733	2024/8/22	4:25:48.8230	1.5497	4791.667	19166.667	5625	Delphinidae	whistles	MC
252	CESCAB_20240822_174752.flac	CESCAB_20240822_174752.flac	123120.814599991	123148.178600073	2024/8/22  17:47:52.8146	2024/8/22	17:48:20.1786	27.364	26041.667	43125	26250	Delphinidae	clicks	MC
253	CESCAB_20240822_194752.flac	CESCAB_20240822_201752.flac	123600.394000053	123749.498399973	2024/8/22  19:47:52.3940	2024/8/22	20:18:21.4984	149.1044	23541.667	35833.333	29531.25	Delphinidae	clicks	MC
254	CESCAB_20240822_202522.flac	CESCAB_20240822_202522.flac	123766.209899902	123768.109299898	2024/8/22  20:25:38.2099	2024/8/22	20:25:40.1093	1.8994	6875	14166.667	7031.25	Delphinidae	whistles	MC
255	CESCAB_20240822_203252.flac	CESCAB_20240822_203252.flac	123792.691299915	123795.174999952	2024/8/22  20:33:04.6913	2024/8/22	20:33:07.1750	2.4837	4791.667	28541.667	18750	Delphinidae	whistles	MC
256	CESCAB_20240822_203252.flac	CESCAB_20240822_204022_surface_glider_noise.flac	123795.506500006	123836.086800098	2024/8/22  20:33:07.5065	2024/8/22	20:40:48.0868	40.5803	24791.667	41458.333	29531.25	Delphinidae	clicks	MC
257	CESCAB_20240822_203252.flac	CESCAB_20240822_203252.flac	123807.213200092	123807.910599947	2024/8/22  20:33:19.2132	2024/8/22	20:33:19.9106	0.6974	3333.333	17291.667	4218.75	Delphinidae	whistles	MC
258	CESCAB_20240822_210252.flac	CESCAB_20240822_210252.flac	123908.190700054	123909.766200066	2024/8/22  21:03:00.1907	2024/8/22	21:03:01.7662	1.5755	3541.667	20000	3750	Delphinidae	whistles	MC
259	CESCAB_20240822_214752.flac	CESCAB_20240822_221022.flac	124081.6802001	124199.334100008	2024/8/22  21:47:53.6802	2024/8/22	22:10:51.3341	117.6539	25416.667	41041.667	30937.5	Delphinidae	clicks	MC
260	CESCAB_20240822_223252.flac	CESCAB_20240822_223252.flac	124260.993499994	124278.891200066	2024/8/22  22:32:52.9935	2024/8/22	22:33:10.8912	17.8977	22708.333	43750	32812.5	Delphinidae	clicks	MC
261	CESCAB_20240823_004022.flac	CESCAB_20240823_004752.flac	124770.793800116	124829.769999981	2024/8/23  0:40:22.7938	2024/8/23	0:48:21.7700	58.9762	23958.333	43958.333	36562.5	Delphinidae	clicks	MC
262	CESCAB_20240823_021752.flac	CESCAB_20240823_022522.flac	125180.688299894	125218.967499971	2024/8/23  2:18:12.6883	2024/8/23	2:25:50.9675	38.2792	21041.667	37708.333	27187.5	Delphinidae	clicks	MC
263	CESCAB_20240823_061022.flac	CESCAB_20240823_061022.flac	126097.962199926	126100.911600113	2024/8/23  6:10:29.9622	2024/8/23	6:10:32.9116	2.9494	6666.667	37708.333	31406.25	Delphinidae	whistles	MC
264	CESCAB_20240823_073252.flac	CESCAB_20240823_073252.flac	126423.154500008	126445.779599905	2024/8/23  7:32:55.1545	2024/8/23	7:33:17.7796	22.6251	5833.333	16875	6093.75	Delphinidae	whistles	MC
265	CESCAB_20240823_074022.flac	CESCAB_20240823_074022.flac	126463.340399981	126464.657599926	2024/8/23  7:40:35.3404	2024/8/23	7:40:36.6576	1.3172	6458.333	17708.333	17343.75	Delphinidae	whistles	MC
266	CESCAB_20240823_074022.flac	CESCAB_20240823_074022.flac	126477.29399991	126478.48210001	2024/8/23  7:40:49.2940	2024/8/23	7:40:50.4821	1.1881	6458.333	18125	17343.75	Delphinidae	whistles	MC
267	CESCAB_20240823_074752.flac	CESCAB_20240823_074752.flac	126485.16230011	126501.379899979	2024/8/23  7:47:57.1623	2024/8/23	7:48:13.3799	16.2176	5416.667	18750	9843.75	Delphinidae	whistles	MC
268	CESCAB_20240823_075522.flac	CESCAB_20240823_075522.flac	126522.018599987	126526.409300089	2024/8/23  7:55:34.0186	2024/8/23	7:55:38.4093	4.3907	2916.667	20208.333	3281.25	Delphinidae	whistles	MC
269	CESCAB_20240823_144752.flac	CESCAB_20240823_144752.flac	128183.386399984	128187.842499971	2024/8/23  14:48:15.3864	2024/8/23	14:48:19.8425	4.4561	5000	13958.333	8437.5	Physeter macrocephalus	clicks	MC
270	CESCAB_20240823_145522.flac	CESCAB_20240823_145522.flac	128207.71269989	128214.068200111	2024/8/23  14:55:39.7127	2024/8/23	14:55:46.0682	6.3555	5000	14583.333	8437.5	Physeter macrocephalus	clicks	MC
271	CESCAB_20240823_150252.flac	CESCAB_20240823_150252.flac	128222.103899956	128232.258100033	2024/8/23  15:02:54.1039	2024/8/23	15:03:04.2581	10.1542	4375	11666.667	9375	Physeter macrocephalus	clicks	MC
272	CESCAB_20240823_194022_glider_noise.flac	CESCAB_20240823_194752.flac	129336.08769989	129388.758100033	2024/8/23  19:40:28.0877	2024/8/23	19:48:20.7581	52.6704	25625	39166.667	29531.25	Delphinidae	clicks	MC
273	CESCAB_20240823_195522.flac	CESCAB_20240823_205522.flac	129390.64289999	129630.516200066	2024/8/23  19:55:22.6429	2024/8/23	20:55:22.5162	239.8733	19166.667	38750	38437.5	Delphinidae	clicks	MC
274	CESCAB_20240823_204752.flac	CESCAB_20240823_204752.flac	129610.590500116	129612.544699907	2024/8/23  20:48:02.5905	2024/8/23	20:48:04.5447	1.9542	3958.333	16458.333	4218.75	Delphinidae	whistles	MC
275	CESCAB_20240823_211022.flac	CESCAB_20240823_215522.flac	129691.207799911	129871.835999966	2024/8/23  21:10:23.2078	2024/8/23	21:55:23.8360	180.6282	15416.667	42500	26718.75	Delphinidae	clicks	MC
276	CESCAB_20240823_213252.flac	CESCAB_20240823_214022.flac	129806.76699996	129810.163300037	2024/8/23  21:33:18.7670	2024/8/23	21:40:22.1633	3.3963	3958.333	21250	21093.75	Delphinidae	whistles	MC
277	CESCAB_20240823_214752.flac	CESCAB_20240823_214752.flac	129851.775500059	129855.869199991	2024/8/23  21:48:03.7755	2024/8/23	21:48:07.8692	4.0937	6458.333	21041.667	14531.25	Delphinidae	whistles	MC
278	CESCAB_20240823_214752.flac	CESCAB_20240823_214752.flac	129862.718300104	129864.12590003	2024/8/23  21:48:14.7183	2024/8/23	21:48:16.1259	1.4076	5208.333	20000	5625	Delphinidae	whistles	MC
279	CESCAB_20240823_215522.flac	CESCAB_20240823_221022.flac	129872.405800104	129956	2024/8/23  21:55:24.4058	2024/8/23	22:10:48.0000	83.5942	21041.667	40833.333	22500	Delphinidae	clicks	MC
280	CESCAB_20240823_220252.flac	CESCAB_20240823_221022.flac	129902.706599951	129946.600500107	2024/8/23  22:02:54.7066	2024/8/23	22:10:38.6005	43.8939	2083.333	33958.333	2343.75	Delphinidae	whistles	MC
281	CESCAB_20240823_224752.flac	CESCAB_20240823_224752.flac	130082.035700083	130085.030800104	2024/8/23  22:47:54.0357	2024/8/23	22:47:57.0308	2.9951	3541.667	17083.333	5156.25	Delphinidae	whistles	MC
282	CESCAB_20240823_231752.flac	CESCAB_20240823_232522.flac	130229.999900103	130254.484699965	2024/8/23  23:18:21.9999	2024/8/23	23:25:46.4847	24.4848	23958.333	44583.333	32343.75	Delphinidae	clicks	MC
283	CESCAB_20240823_232522.flac	CESCAB_20240823_232522.flac	130238.032399893	130248.286000013	2024/8/23  23:25:30.0324	2024/8/23	23:25:40.2860	10.2536	4166.667	16666.667	4218.75	Delphinidae	whistles	MC
284	CESCAB_20240823_234022.flac	CESCAB_20240823_235522.flac	130291.285700083	130359.223999977	2024/8/23  23:40:23.2857	2024/8/23	23:55:31.2240	67.9383	27291.667	40416.667	32343.75	Delphinidae	clicks	MC
285	CESCAB_20240824_053252.flac	CESCAB_20240824_053252.flac	131700.866899967	131729.72239995	2024/8/24  5:32:52.8669	2024/8/24	5:33:21.7224	28.8555	4583.333	17291.667	7031.25	Physeter macrocephalus	clicks	MC
286	CESCAB_20240824_060252.flac	CESCAB_20240824_063252.flac	131833.42689991	131940.28730011	2024/8/24  6:03:05.4269	2024/8/24	6:32:52.2873	106.8604	4166.667	16666.667	11718.75	Physeter macrocephalus	clicks	MC
287	CESCAB_20240824_064022.flac	CESCAB_20240824_071752.flac	131987.172100067	132135.818200111	2024/8/24  6:40:39.1721	2024/8/24	7:18:07.8182	148.6461	7500	21250	10781.25	Physeter macrocephalus	clicks	MC
288	CESCAB_20240824_072522.flac	CESCAB_20240824_073252.flac	132150.852299929	132207.540600061	2024/8/24  7:25:22.8523	2024/8/24	7:33:19.5406	56.6883	1666.667	20625	9375	Physeter macrocephalus	clicks	MC
289	CESCAB_20240824_074752.flac	CESCAB_20240824_081022.flac	132252.306799889	132359.897700071	2024/8/24  7:48:04.3068	2024/8/24	8:10:51.8977	107.5909	6458.333	19583.333	9375	Physeter macrocephalus	clicks	MC
290	CESCAB_20240824_083252.flac	CESCAB_20240824_083252.flac	132433.227299929	132449.298700094	2024/8/24  8:33:05.2273	2024/8/24	8:33:21.2987	16.0714	25416.667	49375	40312.5	Delphinidae	clicks	MC
291	CESCAB_20240824_104752.flac	CESCAB_20240824_104752.flac	132968.086800098	132988.723200083	2024/8/24  10:48:00.0868	2024/8/24	10:48:20.7232	20.6364	3958.333	17291.667	7968.75	Delphinidae	whistles	MC
292	CESCAB_20240824_105522.flac	CESCAB_20240824_112522.flac	132990.803600073	133118.05430007	2024/8/24  10:55:22.8036	2024/8/24	11:25:30.0543	127.2507	2291.667	20000	9843.75	Physeter macrocephalus	clicks	MC
293	CESCAB_20240824_113252.flac	CESCAB_20240824_113252.flac	133154.985699892	133158.679100037	2024/8/24  11:33:06.9857	2024/8/24	11:33:10.6791	3.6934	5000	20833.333	6093.75	Delphinidae	whistles	MC
294	CESCAB_20240824_113252.flac	CESCAB_20240824_114022.flac	133169.022099972	133196.31430006	2024/8/24  11:33:21.0221	2024/8/24	11:40:48.3143	27.2922	3958.333	17083.333	12187.5	Physeter macrocephalus	clicks	MC
295	CESCAB_20240824_114022.flac	CESCAB_20240824_114022.flac	133180.201200008	133193.502500057	2024/8/24  11:40:32.2012	2024/8/24	11:40:45.5025	13.3013	5416.667	21250	12187.5	Delphinidae	whistles	MC
296	CESCAB_20240824_114752.flac	CESCAB_20240824_120252.flac	133200.85710001	133277.269500017	2024/8/24  11:47:52.8571	2024/8/24	12:03:09.2695	76.4124	5416.667	19583.333	15468.75	Physeter macrocephalus	clicks	MC
297	CESCAB_20240824_120252.flac	CESCAB_20240824_121752.flac	133278.27760005	133346.727299929	2024/8/24  12:03:10.2776	2024/8/24	12:18:18.7273	68.4497	6875	19791.667	15000	Physeter macrocephalus	clicks	MC
298	CESCAB_20240824_123252.flac	CESCAB_20240824_130252.flac	133397.33769989	133510.042200089	2024/8/24  12:33:09.3377	2024/8/24	13:03:02.0422	112.7045	5416.667	21875	5625	Physeter macrocephalus	clicks	MC
299	CESCAB_20240824_134752.flac	CESCAB_20240824_140252_surface.flac	133680.720799923	133761.881500006	2024/8/24  13:47:52.7208	2024/8/24	14:03:13.8815	81.1607	6250	17708.333	10781.25	Physeter macrocephalus	clicks	MC
300	CESCAB_20240824_145522.flac	CESCAB_20240824_150252.flac	133950.603899956	134003.42050004	2024/8/24  14:55:22.6039	2024/8/24	15:03:15.4205	52.8166	8958.333	20208.333	18750	Physeter macrocephalus	clicks	MC
301	CESCAB_20240824_152522.flac	CESCAB_20240824_152522.flac	134071.197999954	134095.94810009	2024/8/24  15:25:23.1980	2024/8/24	15:25:47.9481	24.7501	9166.667	21666.667	9375	Physeter macrocephalus	clicks	MC
302	CESCAB_20240824_153252.flac	CESCAB_20240824_154752.flac	134100.842499971	134167.611999989	2024/8/24  15:32:52.8425	2024/8/24	15:47:59.6120	66.7695	11458.333	20416.667	12187.5	Physeter macrocephalus	clicks	MC
303	CESCAB_20240824_154752.flac	CESCAB_20240824_161752.flac	134186.006500006	134291.186700106	2024/8/24  15:48:18.0065	2024/8/24	16:18:03.1867	105.1802	8750	18750	12656.25	Physeter macrocephalus	clicks	MC
304	CESCAB_20240824_163252.flac	CESCAB_20240824_164752.flac	134348.51789999	134411.269500017	2024/8/24  16:33:00.5179	2024/8/24	16:48:03.2695	62.7516	4375	16666.667	9375	Physeter macrocephalus	clicks	MC
305	CESCAB_20240824_164752.flac	CESCAB_20240824_164752.flac	134403.437000036	134404.805900097	2024/8/24  16:47:55.4370	2024/8/24	16:47:56.8059	1.3689	4583.333	13750	9375	Delphinidae	whistles	MC
306	CESCAB_20240824_164752.flac	CESCAB_20240824_172522.flac	134411.547100067	134571.589299917	2024/8/24  16:48:03.5471	2024/8/24	17:25:43.5893	160.0422	3750	18125	12187.5	Physeter macrocephalus	clicks	MC
307	CESCAB_20240824_171752.flac	CESCAB_20240824_171752.flac	134522.571399927	134548.797100067	2024/8/24  17:17:54.5714	2024/8/24	17:18:20.7971	26.2257	18750	43958.333	41718.75	Delphinidae	clicks	MC
308	CESCAB_20240824_172522.flac	CESCAB_20240824_172522.flac	134574.814500093	134575.408600092	2024/8/24  17:25:46.8145	2024/8/24	17:25:47.4086	0.5941	7083.333	16666.667	8437.5	Delphinidae	whistles	MC
309	CESCAB_20240824_173252.flac	CESCAB_20240824_173252.flac	134580.145800114	134599.542500019	2024/8/24  17:32:52.1458	2024/8/24	17:33:11.5425	19.3967	4791.667	16458.333	9375	Physeter macrocephalus	clicks	MC
310	CESCAB_20240824_173252.flac	CESCAB_20240824_173252.flac	134599.833400011	134601.124799967	2024/8/24  17:33:11.8334	2024/8/24	17:33:13.1248	1.2914	5625	16666.667	9375	Delphinidae	whistles	MC
311	CESCAB_20240824_173252.flac	CESCAB_20240824_174022.flac	134602.40260005	134610.511399984	2024/8/24  17:33:14.4026	2024/8/24	17:40:22.5114	8.1088	2916.667	17291.667	9375	Physeter macrocephalus	clicks	MC
312	CESCAB_20240824_174022.flac	CESCAB_20240824_174022.flac	134610.035399914	134614.038700104	2024/8/24  17:40:22.0354	2024/8/24	17:40:26.0387	4.0033	5416.667	16250	8437.5	Delphinidae	whistles	MC
313	CESCAB_20240824_174752.flac	CESCAB_20240824_180252.flac	134647.899399996	134729.717499971	2024/8/24  17:47:59.8994	2024/8/24	18:03:21.7175	81.8181	4166.667	16875	4687.5	Physeter macrocephalus	clicks	MC
314	CESCAB_20240824_181752.flac	CESCAB_20240824_182522.flac	134760.530800104	134818.39989996	2024/8/24  18:17:52.5308	2024/8/24	18:25:50.3999	57.8691	8125	17083.333	12187.5	Physeter macrocephalus	clicks	MC
315	CESCAB_20240824_183252.flac	CESCAB_20240824_191022.flac	134820.784100056	134976.151000023	2024/8/24  18:32:52.7841	2024/8/24	19:10:28.1510	155.3669	5208.333	18125	10781.25	Physeter macrocephalus	clicks	MC
316	CESCAB_20240824_191022.flac	CESCAB_20240824_192522.flac	134993.960999966	135055.909100056	2024/8/24  19:10:45.9610	2024/8/24	19:25:47.9091	61.9481	3958.333	20208.333	20156.25	Physeter macrocephalus	clicks	MC
317	CESCAB_20240824_194752.flac	CESCAB_20240824_200252.flac	135140.327899933	135180.141200066	2024/8/24  19:48:12.3279	2024/8/24	20:02:52.1412	39.8133	5000	19583.333	5156.25	Physeter macrocephalus	clicks	MC
318	CESCAB_20240824_204752.flac	CESCAB_20240824_211022.flac	135360.479700089	135479.084399939	2024/8/24  20:47:52.4797	2024/8/24	21:10:51.0844	118.6047	7500	16458.333	10781.25	Physeter macrocephalus	clicks	MC
319	CESCAB_20240824_211022.flac	CESCAB_20240824_213252.flac	135457.97239995	135545	2024/8/24  21:10:29.9724	2024/8/24	21:32:57.0000	87.0276	25000	45625	38906.25	Delphinidae	clicks	MC
320	CESCAB_20240824_211022.flac	CESCAB_20240824_211752.flac	135477.111999989	135493.03730011	2024/8/24  21:10:49.1120	2024/8/24	21:18:05.0373	15.9253	5000	17291.667	11250	Delphinidae	whistles	MC
321	CESCAB_20240824_212522.flac	CESCAB_20240824_214752.flac	135510.861999989	135626.050299883	2024/8/24  21:25:22.8620	2024/8/24	21:48:18.0503	115.1883	4791.667	15416.667	10312.5	Physeter macrocephalus	clicks	MC
322	CESCAB_20240824_213252.flac	CESCAB_20240824_220252.flac	135546.496799946	135689.298700094	2024/8/24  21:32:58.4968	2024/8/24	22:03:21.2987	142.8019	22083.333	45625	38437.5	Delphinidae	clicks	MC
323	CESCAB_20240824_214752.flac	CESCAB_20240824_215522.flac	135626.766200066	135659.639600039	2024/8/24  21:48:18.7662	2024/8/24	21:55:51.6396	32.8734	4166.667	14791.667	10312.5	Physeter macrocephalus	clicks	MC
324	CESCAB_20240824_220252.flac	CESCAB_20240824_220252.flac	135660.004899979	135662.63470006	2024/8/24  22:02:52.0049	2024/8/24	22:02:54.6347	2.6298	6250	16666.667	8906.25	Delphinidae	whistles	MC
325	CESCAB_20240824_221022.flac	CESCAB_20240824_222522_glider_noise.flac	135700.6802001	135779.79550004	2024/8/24  22:10:32.6802	2024/8/24	22:25:51.7955	79.1153	28541.667	46041.667	37968.75	Delphinidae	clicks	MC
326	CESCAB_20240824_221022.flac	CESCAB_20240824_221022.flac	135713.394500017	135718.159699917	2024/8/24  22:10:45.3945	2024/8/24	22:10:50.1597	4.7652	1875	16250	1875	Delphinidae	whistles	MC
327	CESCAB_20240825_005522.flac	CESCAB_20240825_011022.flac	136354.524399996	136436.269500017	2024/8/25  0:55:26.5244	2024/8/25	1:10:48.2695	81.7451	23333.333	45000	29531.25	Delphinidae	clicks	MC
328	CESCAB_20240825_012522.flac	CESCAB_20240825_014752.flac	136471.922800064	136589.230999947	2024/8/25  1:25:23.9228	2024/8/25	1:48:21.2310	117.3082	25000	42291.667	40312.5	Delphinidae	clicks	MC
329	CESCAB_20240825_014022.flac	CESCAB_20240825_014022.flac	136557.65260005	136559.99029994	2024/8/25  1:40:49.6526	2024/8/25	1:40:51.9903	2.3377	4791.667	19375	14531.25	Delphinidae	whistles	MC
330	CESCAB_20240825_014752.flac	CESCAB_20240825_014752.flac	136560.956799984	136563.358799934	2024/8/25  1:47:52.9568	2024/8/25	1:47:55.3588	2.402	5000	16666.667	11250	Delphinidae	whistles	MC
331	CESCAB_20240825_021752_surface.flac	CESCAB_20240825_022522.flac	136680.27760005	136733.970799923	2024/8/25  2:17:52.2776	2024/8/25	2:25:45.9708	53.6932	27916.667	46666.667	32812.5	Delphinidae	clicks	MC
332	CESCAB_20240825_031022.flac	CESCAB_20240825_033252.flac	136891.368499994	136999.397700071	2024/8/25  3:10:23.3685	2024/8/25	3:33:11.3977	108.0292	24375	42083.333	25781.25	Delphinidae	clicks	MC
333	CESCAB_20240825_032522.flac	CESCAB_20240825_032522.flac	136956.94020009	136977.344099998	2024/8/25  3:25:28.9402	2024/8/25	3:25:49.3441	20.4039	4583.333	16458.333	4687.5	Delphinidae	whistles	MC
334	CESCAB_20240825_041752.flac	CESCAB_20240825_043252.flac	137161.090899944	137246.561700106	2024/8/25  4:17:53.0909	2024/8/25	4:33:18.5617	85.4708	21458.333	46875	30468.75	Delphinidae	clicks	MC
335	CESCAB_20240825_042522.flac	CESCAB_20240825_042522.flac	137190.112099886	137191.558500051	2024/8/25  4:25:22.1121	2024/8/25	4:25:23.5585	1.4464	3958.333	15416.667	8906.25	Delphinidae	whistles	MC
336	CESCAB_20240825_061752.flac	CESCAB_20240825_061752.flac	137645.42779994	137667.226399899	2024/8/25  6:17:57.4278	2024/8/25	6:18:19.2264	21.7986	28541.667	48333.333	38437.5	Delphinidae	clicks	MC
337	CESCAB_20240825_062522.flac	CESCAB_20240825_062522.flac	137670.264800072	137686.174700022	2024/8/25  6:25:22.2648	2024/8/25	6:25:38.1747	15.9099	2708.333	22291.667	5156.25	Delphinidae	whistles	MC
338	CESCAB_20240825_121022.flac	CESCAB_20240825_123252.flac	139066.314899921	139165.723999977	2024/8/25  12:10:38.3149	2024/8/25	12:33:17.7240	99.4091	5833.333	13958.333	6093.75	Physeter macrocephalus	clicks	MC
339	CESCAB_20240825_124752.flac	CESCAB_20240825_131752_surface.flac	139200.628200054	139349.566600084	2024/8/25  12:47:52.6282	2024/8/25	13:18:21.5666	148.9384	6250	19791.667	7968.75	Physeter macrocephalus	clicks	MC
340	CESCAB_20240825_133252.flac	CESCAB_20240825_135522.flac	139380.598999977	139499.396800041	2024/8/25  13:32:52.5990	2024/8/25	13:55:51.3968	118.7978	7500	21041.667	11718.75	Physeter macrocephalus	clicks	MC
341	CESCAB_20240825_163252.flac	CESCAB_20240825_163252.flac	140105.120199919	140110.7506001	2024/8/25  16:32:57.1202	2024/8/25	16:33:02.7506	5.6304	7708.333	21250	9375	Delphinidae	whistles	MC
342	CESCAB_20240825_184022.flac	CESCAB_20240825_190252.flac	140610.939899921	140727.223999977	2024/8/25  18:40:22.9399	2024/8/25	19:03:19.2240	116.2841	27291.667	44375	31875	Delphinidae	clicks	MC
343	CESCAB_20240825_191022.flac	CESCAB_20240825_192522.flac	140731.008100033	140809.611999989	2024/8/25  19:10:23.0081	2024/8/25	19:25:41.6120	78.6039	28125	44583.333	38437.5	Delphinidae	clicks	MC
344	CESCAB_20240825_192522.flac	CESCAB_20240825_194022.flac	140809.96269989	140879.727299929	2024/8/25  19:25:41.9627	2024/8/25	19:40:51.7273	69.7646	20000	45625	32812.5	Delphinidae	clicks	MC
345	CESCAB_20240825_193252.flac	CESCAB_20240825_193252.flac	140832.857800007	140834.304199934	2024/8/25  19:33:04.8578	2024/8/25	19:33:06.3042	1.4464	8958.333	18958.333	14531.25	Delphinidae	whistles	MC
346	CESCAB_20240825_193252.flac	CESCAB_20240825_193252.flac	140840.941900015	140842.569000006	2024/8/25  19:33:12.9419	2024/8/25	19:33:14.5690	1.6271	10416.667	19375	14531.25	Delphinidae	whistles	MC
347	CESCAB_20240825_194022.flac	CESCAB_20240825_194022.flac	140872.760999918	140876.170300007	2024/8/25  19:40:44.7610	2024/8/25	19:40:48.1703	3.4093	6458.333	18125	15937.5	Delphinidae	whistles	MC
348	CESCAB_20240825_194022.flac	CESCAB_20240825_194752.flac	140877.901000023	140891.92689991	2024/8/25  19:40:49.9010	2024/8/25	19:48:03.9269	14.0259	4791.667	16458.333	5625	Delphinidae	whistles	MC
349	CESCAB_20240825_194752.flac	CESCAB_20240825_200252.flac	140890.013000011	140969.493499994	2024/8/25  19:48:02.0130	2024/8/25	20:03:21.4935	79.4805	29166.667	44583.333	31406.25	Delphinidae	clicks	MC
350	CESCAB_20240825_194752.flac	CESCAB_20240825_194752.flac	140892.375499964	140905.005300045	2024/8/25  19:48:04.3755	2024/8/25	19:48:17.0053	12.6298	4375	16250	5625	Delphinidae	whistles	MC
351	CESCAB_20240825_194752.flac	CESCAB_20240825_194752.flac	140905.061700106	140907.10710001	2024/8/25  19:48:17.0617	2024/8/25	19:48:19.1071	2.0454	7916.667	16250	12187.5	Delphinidae	whistles	MC
352	CESCAB_20240825_200252.flac	CESCAB_20240825_200252.flac	140956.665400028	140958.47329998	2024/8/25  20:03:08.6654	2024/8/25	20:03:10.4733	1.8079	2291.667	18541.667	5156.25	Delphinidae	whistles	MC
353	CESCAB_20240825_201022.flac	CESCAB_20240825_201022.flac	140987.569900036	140989.231800079	2024/8/25  20:10:39.5699	2024/8/25	20:10:41.2318	1.6619	2708.333	20000	2812.5	Delphinidae	whistles	MC
354	CESCAB_20240825_201752.flac	CESCAB_20240825_201752.flac	141020.623800039	141022.395299911	2024/8/25  20:18:12.6238	2024/8/25	20:18:14.3953	1.7715	2708.333	21458.333	2812.5	Delphinidae	whistles	MC
355	CESCAB_20240825_204022.flac	CESCAB_20240825_204752_glider_noise.flac	141090.730499983	141132.66230011	2024/8/25  20:40:22.7305	2024/8/25	20:48:04.6623	41.9318	25833.333	45625	34218.75	Delphinidae	clicks	MC
356	CESCAB_20240825_204752_glider_noise.flac	CESCAB_20240825_204752_glider_noise.flac	141133.180099964	141146.481400013	2024/8/25  20:48:05.1801	2024/8/25	20:48:18.4814	13.3013	3958.333	17500	4218.75	Delphinidae	whistles	MC
357	CESCAB_20240825_204752_glider_noise.flac	CESCAB_20240825_210252.flac	141134.327899933	141209.133100033	2024/8/25  20:48:06.3279	2024/8/25	21:03:21.1331	74.8052	28541.667	43125	35156.25	Delphinidae	clicks	MC
358	CESCAB_20240825_205522.flac	CESCAB_20240825_205522.flac	141165.48149991	141167.108700037	2024/8/25  20:55:37.4815	2024/8/25	20:55:39.1087	1.6272	2291.667	17708.333	2343.75	Delphinidae	whistles	MC
359	CESCAB_20240825_210252.flac	CESCAB_20240825_210252.flac	141187.17689991	141196.015000105	2024/8/25  21:02:59.1769	2024/8/25	21:03:08.0150	8.8381	5833.333	17500	10312.5	Delphinidae	whistles	MC
360	CESCAB_20240825_224752.flac	CESCAB_20240825_224752.flac	141608.177900076	141610.004199982	2024/8/25  22:48:00.1779	2024/8/25	22:48:02.0042	1.8263	2916.667	16666.667	3281.25	Delphinidae	whistles	MC
361	CESCAB_20240826_002522.flac	CESCAB_20240826_003252.flac	142011.18840003	142038.606800079	2024/8/26  0:25:43.1884	2024/8/26	0:33:10.6068	27.4184	8110.883	13757.7	9375	Physeter macrocephalus	clicks	MC
