Selection	Begin File	End File	Begin Time (s)	End Time (s)	Begin Date Time	End Date	End Clock Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Species	Signal Type	annotator
119	CESCAB_20240809_201752.flac	CESCAB_20240809_201752.flac	48865.075400114	48869.484899998	2024/8/9  20:18:17.0754	2024/8/9	20:18:21.4849	4.4095	8120.65	20301.624	9843.75	Delphinidae	whistles	MC
120	CESCAB_20240809_202522.flac	CESCAB_20240809_204752.flac	48883.493700028	48964.787699938	2024/8/9  20:25:35.4937	2024/8/9	20:47:56.7877	81.294	20417.633	43503.48	21093.75	Delphinidae	clicks	MC
121	CESCAB_20240809_203252.flac	CESCAB_20240809_204752.flac	48928.437200069	48986.993700028	2024/8/9  20:33:20.4372	2024/8/9	20:48:18.9937	58.5565	4756.381	18561.485	5156.25	Delphinidae	whistles	MC
122	CESCAB_20240809_204752.flac	CESCAB_20240809_210252.flac	48965.341700077	49036.629400015	2024/8/9  20:47:57.3417	2024/8/9	21:03:08.6294	71.2877	17865.429	43039.443	28593.75	Delphinidae	whistles	MC
123	CESCAB_20240810_023252.flac	CESCAB_20240810_024752.flac	50340.58920002	50422.232199907	2024/8/10  2:32:52.5892	2024/8/10	2:48:14.2322	81.643	27146.172	47911.833	27187.5	Delphinidae	clicks	MC
124	CESCAB_20240810_024022.flac	CESCAB_20240810_024022.flac	50381.58039999	50383.643899918	2024/8/10  2:40:33.5804	2024/8/10	2:40:35.6439	2.0635	4524.362	17053.364	5156.25	Delphinidae	whistles	MC
125	CESCAB_20240810_024752.flac	CESCAB_20240810_031022.flac	50424.872999907	50506.845400095	2024/8/10  2:48:16.8730	2024/8/10	3:10:38.8454	81.9724	20301.624	46403.712	33750	Delphinidae	clicks	MC
126	CESCAB_20240810_030252.flac	CESCAB_20240810_030252.flac	50483.667000055	50487.341599941	2024/8/10  3:03:15.6670	2024/8/10	3:03:19.3416	3.6746	6380.51	15661.253	7031.25	Delphinidae	whistles	MC
127	CESCAB_20240810_031022.flac	CESCAB_20240810_043252.flac	50507.625499964	50827.227299929	2024/8/10  3:10:39.6255	2024/8/10	4:32:59.2273	319.6018	19373.55	46171.694	36093.75	Delphinidae	clicks	MC
128	CESCAB_20240810_041022.flac	CESCAB_20240810_041022.flac	50735.090399981	50741.365499973	2024/8/10  4:10:27.0904	2024/8/10	4:10:33.3655	6.2751	5568.445	14385.151	6093.75	Delphinidae	whistles	MC
129	CESCAB_20240810_043252.flac	CESCAB_20240810_045522.flac	50828.516200066	50912.128099918	2024/8/10  4:33:00.5162	2024/8/10	4:55:24.1281	83.6119	21113.689	45823.666	35156.25	Delphinidae	clicks	MC
130	CESCAB_20240810_044022.flac	CESCAB_20240810_044752.flac	50851.072799921	50886.122999907	2024/8/10  4:40:23.0728	2024/8/10	4:47:58.1230	35.0502	6496.52	16589.327	10781.25	Delphinidae	whistles	MC
131	CESCAB_20240810_045522.flac	CESCAB_20240810_051022.flac	50912.569000006	50999.78760004	2024/8/10  4:55:24.5690	2024/8/10	5:10:51.7876	87.2186	22157.773	45475.638	27187.5	Delphinidae	clicks	MC
132	CESCAB_20240810_074752.flac	CESCAB_20240810_075522.flac	51600.254899979	51645.594099999	2024/8/10  7:47:52.2549	2024/8/10	7:55:37.5941	45.3392	3248.26	13921.114	13125	Physeter macrocephalus	clicks	MC
133	CESCAB_20240810_081022.flac	CESCAB_20240810_091752.flac	51691.035099983	51968.124300003	2024/8/10  8:10:23.0351	2024/8/10	9:18:00.1243	277.0892	6380.51	14501.16	7031.25	Physeter macrocephalus	clicks	MC
134	CESCAB_20240810_184022.flac	CESCAB_20240810_184022.flac	54231.335999966	54238.600399971	2024/8/10  18:40:43.3360	2024/8/10	18:40:50.6004	7.2644	7308.585	19837.587	11718.75	Delphinidae	whistles	MC
135	CESCAB_20240810_201022.flac	CESCAB_20240810_202522.flac	54578.712199926	54632.085400105	2024/8/10  20:10:30.7122	2024/8/10	20:25:24.0854	53.3732	8700.696	15313.225	11250	Delphinidae	whistles	MC
136	CESCAB_20240810_203252.flac	CESCAB_20240810_204752.flac	54661.690900087	54723.311500073	2024/8/10  20:32:53.6909	2024/8/10	20:47:55.3115	61.6206	21809.745	39675.174	24375	Delphinidae	clicks	MC
137	CESCAB_20240810_204752.flac	CESCAB_20240810_212522_surface.flac	54723.752399921	54885.141900063	2024/8/10  20:47:55.7524	2024/8/10	21:25:37.1419	161.3895	19721.578	40835.267	22031.25	Delphinidae	clicks	MC
138	CESCAB_20240810_205522.flac	CESCAB_20240810_210252.flac	54756.880599976	54792.722300053	2024/8/10  20:55:28.8806	2024/8/10	21:03:04.7223	35.8417	5104.408	14153.132	8906.25	Delphinidae	whistles	MC
139	CESCAB_20240810_211022.flac	CESCAB_20240810_211022.flac	54810.716599941	54825.980400085	2024/8/10  21:10:22.7166	2024/8/10	21:10:37.9804	15.2638	3828.306	17981.439	7031.25	Delphinidae	whistles	MC
140	CESCAB_20240810_212522_surface.flac	CESCAB_20240810_212522_surface.flac	54885.469799995	54899.20720005	2024/8/10  21:25:37.4698	2024/8/10	21:25:51.2072	13.7374	18561.485	40835.267	25781.25	Delphinidae	clicks	MC
141	CESCAB_20240810_212522_surface.flac	CESCAB_20240810_212522_surface.flac	54894.175800085	54898.359200001	2024/8/10  21:25:46.1758	2024/8/10	21:25:50.3592	4.1834	6148.492	16473.318	7500	Delphinidae	whistles	MC
142	CESCAB_20240811_004752.flac	CESCAB_20240811_011022.flac	55681.221100092	55795.942800045	2024/8/11  0:47:53.2211	2024/8/11	1:10:47.9428	114.7217	26282.051	42628.205	30937.5	Delphinidae	clicks	MC
143	CESCAB_20240811_042522.flac	CESCAB_20240811_043252.flac	56564.108700037	56609.398799896	2024/8/11  4:25:36.1087	2024/8/11	4:33:21.3988	45.2901	20192.308	41987.179	35156.25	Delphinidae	clicks	MC
144	CESCAB_20240811_051022.flac	CESCAB_20240811_052522.flac	56734.92779994	56819.998100042	2024/8/11  5:10:26.9278	2024/8/11	5:25:51.9981	85.0703	27350.427	45833.333	37968.75	Delphinidae	clicks	MC
145	CESCAB_20240811_060252.flac	CESCAB_20240811_060252.flac	56946.789599895	56966.123699904	2024/8/11  6:02:58.7896	2024/8/11	6:03:18.1237	19.3341	23931.624	47970.085	38437.5	Delphinidae	clicks	MC
146	CESCAB_20240811_061022.flac	CESCAB_20240811_061022.flac	56972.839799881	56997.318500042	2024/8/11  6:10:24.8398	2024/8/11	6:10:49.3185	24.4787	24038.462	44017.094	36562.5	Delphinidae	clicks	MC
147	CESCAB_20240811_064752.flac	CESCAB_20240811_070252.flac	57140.77579999	57202.226799965	2024/8/11  6:48:12.7758	2024/8/11	7:03:14.2268	61.451	19551.282	45726.496	42656.25	Delphinidae	clicks	MC
148	CESCAB_20240811_221022.flac	CESCAB_20240811_221022.flac	60820.204099894	60824.217999935	2024/8/11  22:10:32.2041	2024/8/11	22:10:36.2180	4.0139	5341.88	15384.615	6093.75	Delphinidae	whistles	MC
149	CESCAB_20240811_222522.flac	CESCAB_20240811_223252.flac	60870.535200119	60914.800199985	2024/8/11  22:25:22.5352	2024/8/11	22:33:06.8002	44.265	5341.88	16239.316	8906.25	Delphinidae	whistles	MC
150	CESCAB_20240811_231752.flac	CESCAB_20240811_234752.flac	61080.503099918	61213.450999975	2024/8/11  23:17:52.5031	2024/8/11	23:48:05.4510	132.9479	5128.205	15491.453	5156.25	Delphinidae	whistles	MC
151	CESCAB_20240812_000252.flac	CESCAB_20240812_000252.flac	61270.492899895	61283.884399891	2024/8/12  0:03:02.4929	2024/8/12	0:03:15.8844	13.3915	6089.744	16239.316	11250	Delphinidae	whistles	MC
152	CESCAB_20240812_040252.flac	CESCAB_20240812_043252.flac	62222.59010005	62369.21329999	2024/8/12  4:02:54.5901	2024/8/12	4:33:21.2133	146.6232	20726.496	37820.513	28593.75	Delphinidae	clicks	MC
153	CESCAB_20240812_151752.flac	CESCAB_20240812_154752.flac	64924.495300055	65068.434000015	2024/8/12  15:17:56.4953	2024/8/12	15:48:20.4340	143.9387	4700.855	16666.667	5156.25	Delphinidae	whistles	MC
154	CESCAB_20240812_160252.flac	CESCAB_20240812_162522.flac	65114.143100023	65202.955899954	2024/8/12  16:03:06.1431	2024/8/12	16:25:34.9559	88.8128	22649.573	44123.932	30468.75	Delphinidae	clicks	MC
155	CESCAB_20240812_161022.flac	CESCAB_20240812_164752.flac	65130.424499989	65283.842799902	2024/8/12  16:10:22.4245	2024/8/12	16:47:55.8428	153.4183	5128.205	16773.504	5625	Delphinidae	whistles	MC
156	CESCAB_20240812_162522.flac	CESCAB_20240812_164752.flac	65203.572099924	65308.039700031	2024/8/12  16:25:35.5721	2024/8/12	16:48:20.0397	104.4676	24252.137	43696.581	43593.75	Delphinidae	clicks	MC
157	CESCAB_20240812_164752.flac	CESCAB_20240812_170252.flac	65284.119800091	65350.364799976	2024/8/12  16:47:56.1198	2024/8/12	17:03:02.3648	66.245	3739.316	16880.342	4687.5	Delphinidae	whistles	MC
158	CESCAB_20240812_200252.flac	CESCAB_20240812_204752.flac	66060.91170001	66269.800699949	2024/8/12  20:02:52.9117	2024/8/12	20:48:21.8007	208.889	22542.735	35576.923	29531.25	Delphinidae	clicks	MC
159	CESCAB_20240812_233252.flac	CESCAB_20240813_000252.flac	66901.462800026	67033.794399977	2024/8/12  23:32:53.4628	2024/8/13	0:03:05.7944	132.3316	19444.444	41773.504	22500	Delphinidae	clicks	MC
160	CESCAB_20240812_235522.flac	CESCAB_20240812_235522.flac	67012.5625	67015.304399967	2024/8/12  23:55:44.5625	2024/8/12	23:55:47.3044	2.7419	6303.419	15170.94	7031.25	Delphinidae	whistles	MC
161	CESCAB_20240813_024022.flac	CESCAB_20240813_030252.flac	67674.151200056	67761.437599897	2024/8/13  2:40:46.1512	2024/8/13	3:03:13.4376	87.2864	26495.726	37072.65	32343.75	Delphinidae	clicks	MC
162	CESCAB_20240813_052522.flac	CESCAB_20240813_052522.flac	68315.053299904	68317.766900063	2024/8/13  5:25:27.0533	2024/8/13	5:25:29.7669	2.7136	6837.607	16025.641	7031.25	Delphinidae	whistles	MC
163	CESCAB_20240813_052522.flac	CESCAB_20240813_052522.flac	68336.736599922	68339.676300049	2024/8/13  5:25:48.7366	2024/8/13	5:25:51.6763	2.9397	5341.88	14636.752	7031.25	Delphinidae	whistles	MC
164	CESCAB_20240813_174752.flac	CESCAB_20240813_174752.flac	71280.437700033	71309.552000046	2024/8/13  17:47:52.4377	2024/8/13	17:48:21.5520	29.1143	28632.479	45085.47	42187.5	Delphinidae	clicks	MC
165	CESCAB_20240813_175522.flac	CESCAB_20240813_181022.flac	71323.560800076	71399.484100103	2024/8/13  17:55:35.5608	2024/8/13	18:10:51.4841	75.9233	27884.615	45192.308	33281.25	Delphinidae	clicks	MC
166	CESCAB_20240813_205522.flac	CESCAB_20240813_213252.flac	72054.935100079	72209.088399887	2024/8/13  20:55:46.9351	2024/8/13	21:33:21.0884	154.1533	17307.692	33333.333	21093.75	Delphinidae	clicks	MC
167	CESCAB_20240813_221022.flac	CESCAB_20240813_222522.flac	72331.085900068	72415.545700073	2024/8/13  22:10:23.0859	2024/8/13	22:25:47.5457	84.4598	17414.53	37713.675	33281.25	Delphinidae	clicks	MC
168	CESCAB_20240814_001752.flac	CESCAB_20240814_002522.flac	72840.433900118	72899.906199932	2024/8/14  0:17:52.4339	2024/8/14	0:25:51.9062	59.4723	26816.239	44764.957	28593.75	Delphinidae	clicks	MC
169	CESCAB_20240814_014752.flac	CESCAB_20240814_014752.flac	73227.524300098	73229.955199957	2024/8/14  1:48:19.5243	2024/8/14	1:48:21.9552	2.4309	6623.932	19978.632	7968.75	Delphinidae	whistles	MC
170	CESCAB_20240814_071752.flac	CESCAB_20240814_071752.flac	74527.050100088	74528.265500069	2024/8/14  7:17:59.0501	2024/8/14	7:18:00.2655	1.2154	8760.684	17948.718	16406.25	Delphinidae	whistles	MC
171	CESCAB_20240814_160252.flac	CESCAB_20240814_161022.flac	76620.337800026	76679.612499952	2024/8/14  16:02:52.3378	2024/8/14	16:10:51.6125	59.2747	25320.513	45833.333	37500	Delphinidae	clicks	MC
172	CESCAB_20240814_160252.flac	CESCAB_20240814_161022.flac	76627.121700048	76677.153100014	2024/8/14  16:02:59.1217	2024/8/14	16:10:49.1531	50.0314	6303.419	20512.821	7031.25	Delphinidae	whistles	MC
173	CESCAB_20240814_173252.flac	CESCAB_20240814_173252.flac	76983.492799997	76985.451600075	2024/8/14  17:32:55.4928	2024/8/14	17:32:57.4516	1.9588	8226.496	18055.556	11718.75	Delphinidae	whistles	MC
174	CESCAB_20240814_180252.flac	CESCAB_20240814_181752.flac	77100.514899969	77189.090300083	2024/8/14  18:02:52.5149	2024/8/14	18:18:21.0903	88.5754	9188.034	14423.077	10781.25	Physeter macrocephalus	clicks	MC
175	CESCAB_20240814_184022.flac	CESCAB_20240814_184022.flac	77261.15809989	77279.729099989	2024/8/14  18:40:33.1581	2024/8/14	18:40:51.7291	18.571	6089.744	13995.726	12187.5	Physeter macrocephalus	clicks	MC
176	CESCAB_20240814_184752.flac	CESCAB_20240814_184752.flac	77280.236500025	77308.022300005	2024/8/14  18:47:52.2365	2024/8/14	18:48:20.0223	27.7858	6730.769	15598.291	9843.75	Delphinidae	whistles	MC
177	CESCAB_20240814_185522.flac	CESCAB_20240814_190252.flac	77315.994600058	77353.972800016	2024/8/14  18:55:27.9946	2024/8/14	19:03:05.9728	37.9782	7478.632	14102.564	9375	Physeter macrocephalus	clicks	MC
178	CESCAB_20240814_193252.flac	CESCAB_20240814_194022.flac	77460.017699957	77519.468699932	2024/8/14  19:32:52.0177	2024/8/14	19:40:51.4687	59.451	8333.333	19017.094	9843.75	Physeter macrocephalus	clicks	MC
179	CESCAB_20240814_195522.flac	CESCAB_20240814_201752_surface.flac	77550.325400114	77669.145800114	2024/8/14  19:55:22.3254	2024/8/14	20:18:21.1458	118.8204	6089.744	18696.581	9843.75	Physeter macrocephalus	clicks	MC
180	CESCAB_20240814_201022.flac	CESCAB_20240814_203252.flac	77611.770100117	77712.837100029	2024/8/14  20:10:23.7701	2024/8/14	20:33:04.8371	101.067	17404.58	120000	21093.75	Delphinidae	clicks	MC
181	CESCAB_20240814_204022.flac	CESCAB_20240814_205522.flac	77730.7493999	77814.983099937	2024/8/14  20:40:22.7494	2024/8/14	20:55:46.9831	84.2337	2747.253	17802.198	12656.25	Physeter macrocephalus	clicks	MC
182	CESCAB_20240814_204752.flac	CESCAB_20240814_204752.flac	77760.202899933	77788.808500051	2024/8/14  20:47:52.2029	2024/8/14	20:48:20.8085	28.6056	20000	120000	26250	Delphinidae	clicks	MC
183	CESCAB_20240814_205522.flac	CESCAB_20240814_210252.flac	77815.706700087	77848.608700037	2024/8/14  20:55:47.7067	2024/8/14	21:03:20.6087	32.902	3626.374	16593.407	4687.5	Physeter macrocephalus	clicks	MC
184	CESCAB_20240814_211752.flac	CESCAB_20240814_211752.flac	77883.093600035	77886.768300057	2024/8/14  21:17:55.0936	2024/8/14	21:17:58.7683	3.6747	7362.637	14615.385	7500	Delphinidae	whistles	MC
185	CESCAB_20240814_211752.flac	CESCAB_20240814_212522.flac	77903.151400089	77938.59739995	2024/8/14  21:18:15.1514	2024/8/14	21:25:50.5974	35.446	4835.165	14065.934	7031.25	Physeter macrocephalus	clicks	MC
186	CESCAB_20240815_041022.flac	CESCAB_20240815_041022.flac	79546.202500105	79547.375499964	2024/8/15  4:10:38.2025	2024/8/15	4:10:39.3755	1.173	6923.077	18131.868	7031.25	Delphinidae	whistles	MC
187	CESCAB_20240815_054752_surface_glider_noise.flac	CESCAB_20240815_060252.flac	79941.634500027	79987.652100086	2024/8/15  5:48:13.6345	2024/8/15	6:02:59.6521	46.0176	26813.187	45054.945	34687.5	Delphinidae	clicks	MC
188	CESCAB_20240815_061022.flac	CESCAB_20240815_061022.flac	80012.684700012	80039.198499918	2024/8/15  6:10:24.6847	2024/8/15	6:10:51.1985	26.5138	21318.681	45714.286	36562.5	Delphinidae	clicks	MC
189	CESCAB_20240815_062522.flac	CESCAB_20240815_064022.flac	80070.291500092	80152.704799891	2024/8/15  6:25:22.2915	2024/8/15	6:40:44.7048	82.4133	22967.033	44615.385	28593.75	Delphinidae	clicks	MC
190	CESCAB_20240815_082522.flac	CESCAB_20240815_082522.flac	80551.20359993	80579.582999945	2024/8/15  8:25:23.2036	2024/8/15	8:25:51.5830	28.3794	22637.363	43296.703	33750	Delphinidae	clicks	MC
191	CESCAB_20240815_144022.flac	CESCAB_20240815_144022.flac	82059.891200066	82061.330300093	2024/8/15  14:40:31.8912	2024/8/15	14:40:33.3303	1.4391	5824.176	16373.626	7968.75	Delphinidae	whistles	MC
192	CESCAB_20240815_144752.flac	CESCAB_20240815_144752.flac	82080.550784831	82108.872784858	2024/8/15  14:47:52.5508	2024/8/15	14:48:20.8728	28.322	5881.76	16650.991	10781.25	Delphinidae	whistles	MC
193	CESCAB_20240815_160252.flac	CESCAB_20240815_160252.flac	82387.493400097	82393.489599943	2024/8/15  16:02:59.4934	2024/8/15	16:03:05.4896	5.9962	6813.187	14285.714	7031.25	Delphinidae	whistles	MC
194	CESCAB_20240815_161022.flac	CESCAB_20240815_161022.flac	82410.292500019	82438.754400015	2024/8/15  16:10:22.2925	2024/8/15	16:10:50.7544	28.4619	7802.198	15164.835	10312.5	Delphinidae	whistles	MC
195	CESCAB_20240816_081022.flac	CESCAB_20240816_081022.flac	86250.279500008	86260.688299894	2024/8/16  8:10:22.2795	2024/8/16	8:10:32.6883	10.4088	7388.316	15120.275	7500	Delphinidae	whistles	MC
196	CESCAB_20240816_081022.flac	CESCAB_20240816_081022.flac	86275.373100042	86276.996299982	2024/8/16  8:10:47.3731	2024/8/16	8:10:48.9963	1.6232	2233.677	11512.027	2343.75	Delphinidae	whistles	MC
197	CESCAB_20240816_081752.flac	CESCAB_20240816_081752.flac	86281.479399919	86282.793400049	2024/8/16  8:17:53.4794	2024/8/16	8:17:54.7934	1.314	5670.103	13917.526	6093.75	Delphinidae	whistles	MC
198	CESCAB_20240816_101752.flac	CESCAB_20240816_101752.flac	86765.600300074	86766.766299963	2024/8/16  10:17:57.6003	2024/8/16	10:17:58.7663	1.166	5154.639	15120.275	5625	Delphinidae	whistles	MC
199	CESCAB_20240816_135522.flac	CESCAB_20240816_140252.flac	87634.510200024	87687.042700052	2024/8/16  13:55:26.5102	2024/8/16	14:03:19.0427	52.5325	8757.062	16949.153	11250	Physeter macrocephalus	clicks	MC
200	CESCAB_20240816_143252.flac	CESCAB_20240816_144752.flac	87791.615999937	87869.323600054	2024/8/16  14:33:03.6160	2024/8/16	14:48:21.3236	77.7076	5649.718	17514.124	12187.5	Physeter macrocephalus	clicks	MC
201	CESCAB_20240816_151022.flac	CESCAB_20240816_152522.flac	87930.720099926	88019.551000118	2024/8/16  15:10:22.7201	2024/8/16	15:25:51.5510	88.8309	6779.661	16949.153	7031.25	Physeter macrocephalus	clicks	MC
202	CESCAB_20240816_154022.flac	CESCAB_20240816_154752.flac	88050.906500101	88109.371400118	2024/8/16  15:40:22.9065	2024/8/16	15:48:21.3714	58.4649	4633.205	19498.069	10781.25	Physeter macrocephalus	clicks	MC
203	CESCAB_20240816_161022.flac	CESCAB_20240816_162522.flac	88171.227900028	88236.323699951	2024/8/16  16:10:23.2279	2024/8/16	16:25:28.3237	65.0958	3626.943	20984.456	5625	Physeter macrocephalus	clicks	MC
204	CESCAB_20240816_161022.flac	CESCAB_20240816_161022.flac	88171.949899912	88199.113800049	2024/8/16  16:10:23.9499	2024/8/16	16:10:51.1138	27.1639	5598.456	14285.714	5625	Delphinidae	whistles	MC
205	CESCAB_20240816_204752.flac	CESCAB_20240816_204752.flac	89280.883899927	89307.384299994	2024/8/16  20:47:52.8839	2024/8/16	20:48:19.3843	26.5004	18333.333	45166.667	37968.75	Delphinidae	clicks	MC
206	CESCAB_20240816_204752.flac	CESCAB_20240816_204752.flac	89292.397300005	89294.036499977	2024/8/16  20:48:04.3973	2024/8/16	20:48:06.0365	1.6392	5000	20000	6093.75	Delphinidae	whistles	MC
207	CESCAB_20240817_014752.flac	CESCAB_20240817_015522.flac	90492.927400112	90536.171099901	2024/8/17  1:48:04.9274	2024/8/17	1:55:48.1711	43.2437	3166.667	11166.667	3281.25	Physeter macrocephalus	clicks	MC
208	CESCAB_20240817_064022.flac	CESCAB_20240817_070252.flac	91650.812900066	91763.972500086	2024/8/17  6:40:22.8129	2024/8/17	7:03:15.9725	113.1596	2333.333	18333.333	11250	Physeter macrocephalus	clicks	MC
209	CESCAB_20240817_070252.flac	CESCAB_20240817_074752.flac	91764.885699987	91949.990700006	2024/8/17  7:03:16.8857	2024/8/17	7:48:21.9907	185.105	6333.333	19333.333	11718.75	Physeter macrocephalus	clicks	MC
210	CESCAB_20240817_081752.flac	CESCAB_20240817_082522.flac	92040.513700008	92077.434700012	2024/8/17  8:17:52.5137	2024/8/17	8:25:29.4347	36.921	5500	30000	15937.5	Physeter macrocephalus	clicks	MC
211	CESCAB_20240817_082522.flac	CESCAB_20240817_084022.flac	92093.178900003	92148.911799908	2024/8/17  8:25:45.1789	2024/8/17	8:40:40.9118	55.7329	7166.667	23333.333	21562.5	Physeter macrocephalus	clicks	MC
212	CESCAB_20240817_090252.flac	CESCAB_20240817_090252.flac	92220.779099941	92249.246500015	2024/8/17  9:02:52.7791	2024/8/17	9:03:21.2465	28.4674	5000	18833.333	9843.75	Physeter macrocephalus	clicks	MC
213	CESCAB_20240818_010252.flac	CESCAB_20240818_011752.flac	96064.28640008	96127.434700012	2024/8/18  1:02:56.2864	2024/8/18	1:17:59.4347	63.1483	16000	45666.667	39375	Delphinidae	clicks	MC
214	CESCAB_20240818_012522_glider_noise.flac	CESCAB_20240818_014022.flac	96173.152899981	96239.790299892	2024/8/18  1:25:45.1529	2024/8/18	1:40:51.7903	66.6374	24000	40500	35156.25	Delphinidae	clicks	MC
215	CESCAB_20240818_073252.flac	CESCAB_20240818_073252.flac	97621.083499908	97623.347100019	2024/8/18  7:32:53.0835	2024/8/18	7:32:55.3471	2.2636	6000	18166.667	7968.75	Delphinidae	whistles	MC
216	CESCAB_20240818_092522_surface.flac	CESCAB_20240818_092522_surface.flac	98080.700099945	98099.746099949	2024/8/18  9:25:32.7001	2024/8/18	9:25:51.7461	19.046	24666.667	41666.667	24843.75	Delphinidae	clicks	MC
217	CESCAB_20240818_092522_surface.flac	CESCAB_20240818_092522_surface.flac	98089.754800081	98098.106899977	2024/8/18  9:25:41.7548	2024/8/18	9:25:50.1069	8.3521	5500	18833.333	5625	Delphinidae	whistles	MC
218	CESCAB_20240818_093252.flac	CESCAB_20240818_094022.flac	98123.865799904	98158.67930007	2024/8/18  9:33:15.8658	2024/8/18	9:40:50.6793	34.8135	31833.333	45833.333	31875	Delphinidae	clicks	MC
219	CESCAB_20240818_094022.flac	CESCAB_20240818_094022.flac	98140.985500097	98151.8743999	2024/8/18  9:40:32.9855	2024/8/18	9:40:43.8744	10.8889	4000	28833.333	4218.75	Delphinidae	whistles	MC
220	CESCAB_20240818_154752.flac	CESCAB_20240818_154752.flac	99625.242199898	99627.97420001	2024/8/18  15:48:17.2422	2024/8/18	15:48:19.9742	2.732	10666.667	17333.333	16875	Delphinidae	whistles	MC
221	CESCAB_20240818_161752.flac	CESCAB_20240818_163252.flac	99720.160300016	99809.488500118	2024/8/18  16:17:52.1603	2024/8/18	16:33:21.4885	89.3282	20333.333	45333.333	32812.5	Delphinidae	clicks	MC
222	CESCAB_20240818_164022.flac	CESCAB_20240818_164022.flac	99837.618299961	99839.881900072	2024/8/18  16:40:49.6183	2024/8/18	16:40:51.8819	2.2636	3166.667	13666.667	9375	Delphinidae	whistles	MC
223	CESCAB_20240818_172522.flac	CESCAB_20240818_174752_surface.flac	99994.203200102	100106.58220005	2024/8/18  17:25:26.2032	2024/8/18	17:48:18.5822	112.379	25166.667	41000	39375	Delphinidae	clicks	MC
224	CESCAB_20240819_034022.flac	CESCAB_20240819_035522.flac	102450.719199896	102537.206599951	2024/8/19  3:40:22.7192	2024/8/19	3:55:49.2066	86.4874	21833.333	40500	34687.5	Delphinidae	clicks	MC
225	CESCAB_20240819_034752.flac	CESCAB_20240819_034752.flac	102481.278599977	102483.503299952	2024/8/19  3:47:53.2786	2024/8/19	3:47:55.5033	2.2247	8166.667	18000	15468.75	Delphinidae	whistles	MC
226	CESCAB_20240819_041022.flac	CESCAB_20240819_041752.flac	102576.524100065	102627.394000053	2024/8/19  4:10:28.5241	2024/8/19	4:18:19.3940	50.8699	7500	18333.333	9843.75	Delphinidae	whistles	MC
227	CESCAB_20240819_041752.flac	CESCAB_20240819_044022.flac	102611.002000093	102718.931699991	2024/8/19  4:18:03.0020	2024/8/19	4:40:50.9317	107.9297	22166.667	41000	32812.5	Delphinidae	clicks	MC
228	CESCAB_20240819_154022.flac	CESCAB_20240819_154022.flac	105350.612600088	105352.020100117	2024/8/19  15:40:42.6126	2024/8/19	15:40:44.0201	1.4075	5833.333	15833.333	6093.75	Delphinidae	whistles	MC
229	CESCAB_20240819_165522.flac	CESCAB_20240819_171752.flac	105630.326299906	105730.138099909	2024/8/19  16:55:22.3263	2024/8/19	17:18:02.1381	99.8118	22166.667	40666.667	36562.5	Delphinidae	clicks	MC
230	CESCAB_20240819_194022.flac	CESCAB_20240819_194022.flac	106318.714400053	106319.763099909	2024/8/19  19:40:50.7144	2024/8/19	19:40:51.7631	1.0487	7833.333	16666.667	8437.5	Delphinidae	whistles	MC
231	CESCAB_20240819_221752.flac	CESCAB_20240819_221752.flac	106920.779200077	106949.542900085	2024/8/19  22:17:52.7792	2024/8/19	22:18:21.5429	28.7637	24000	39666.667	28593.75	Delphinidae	clicks	MC
232	CESCAB_20240819_221752.flac	CESCAB_20240819_221752.flac	106925.467700005	106928.902199984	2024/8/19  22:17:57.4677	2024/8/19	22:18:00.9022	3.4345	6500	16833.333	6562.5	Delphinidae	whistles	MC
233	CESCAB_20240819_224022.flac	CESCAB_20240819_224752.flac	107010.62229991	107061.576100111	2024/8/19  22:40:22.6223	2024/8/19	22:48:13.5761	50.9538	23833.333	39500	31875	Delphinidae	clicks	MC
234	CESCAB_20240820_032522.flac	CESCAB_20240820_033252.flac	108150.020400047	108209.056600094	2024/8/20  3:25:22.0204	2024/8/20	3:33:21.0566	59.0362	1500	18833.333	1875	Delphinidae	whistles	MC
235	CESCAB_20240820_112522.flac	CESCAB_20240820_112522.flac	110085.185600042	110095.040299892	2024/8/20  11:25:37.1856	2024/8/20	11:25:47.0403	9.8547	4008.439	17088.608	5625	Delphinidae	whistles	MC
236	CESCAB_20240821_011752.flac	CESCAB_20240821_012522.flac	113410.792200089	113456.435100079	2024/8/21  1:18:02.7922	2024/8/21	1:25:48.4351	45.6429	26568.266	38745.387	38437.5	Delphinidae	clicks	MC
237	CESCAB_20240821_031022.flac	CESCAB_20240821_031022.flac	113852.449700117	113879.326999903	2024/8/21  3:10:24.4497	2024/8/21	3:10:51.3270	26.8773	22509.225	42250.923	37968.75	Delphinidae	clicks	MC
238	CESCAB_20240821_031752.flac	CESCAB_20240821_031752.flac	113887.076299906	113891.970799923	2024/8/21  3:17:59.0763	2024/8/21	3:18:03.9708	4.8945	6826.568	19003.69	8437.5	Delphinidae	whistles	MC
239	CESCAB_20240821_033252.flac	CESCAB_20240821_033252.flac	113964.709199905	113966.362200022	2024/8/21  3:33:16.7092	2024/8/21	3:33:18.3622	1.653	3874.539	13468.635	4218.75	Delphinidae	whistles	MC
