Selection	Begin File	End File	Begin Time (s)	End Time (s)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	End Date	End Clock Time	Species	Signal Type	annotator
246	CESCAB_20240810_044752.flac	CESCAB_20240810_044752.flac	50881.319542988	50884.959923135	2024-08-10 04:47:53	3.6404	3782.536	23030.303	12656.25	2024-08-10	04:47:56	Delphinidae	whistles	GJ
247	CESCAB_20240810_051022.flac	CESCAB_20240810_051022.flac	50970.275230693	50979.472275193	2024-08-10 05:10:22	9.197	0	24848.485	0	2024-08-10	05:10:31	Physeter macrocephalus	clicks	GJ
248	CESCAB_20240810_052522.flac	CESCAB_20240810_052522.flac	51038.017712921	51042.452160017	2024-08-10 05:25:30	4.4344	0	21818.182	1875	2024-08-10	05:25:34	Physeter macrocephalus	clicks	GJ
249	CESCAB_20240810_052522.flac	CESCAB_20240810_052522.flac	51052.053701989	51058.41616956	2024-08-10 05:25:44	6.3625	0	25219.4	1875	2024-08-10	05:25:50	Physeter macrocephalus	clicks	GJ
250	CESCAB_20240810_065522.flac	CESCAB_20240810_070252.flac	51413.312467554	51445.279047051	2024-08-10 06:55:45	31.9666	0	25151.515	0	2024-08-10	07:03:17	Physeter macrocephalus	clicks	GJ
251	CESCAB_20240810_072522.flac	CESCAB_20240810_073252.flac	51510.17657258	51568.989343877	2024-08-10 07:25:22	58.8128	0	29393.939	0	2024-08-10	07:33:20	Physeter macrocephalus	clicks	GJ
252	CESCAB_20240810_074752.flac	CESCAB_20240810_075522.flac	51600.158670214	51659.486750644	2024-08-10 07:47:52	59.3281	0	35757.576	15468.75	2024-08-10	07:55:51	Physeter macrocephalus	clicks	GJ
253	CESCAB_20240810_081022.flac	CESCAB_20240810_081752.flac	51699.910114521	51739.704457152	2024-08-10 08:10:31	39.7943	0	29653.58	468.75	2024-08-10	08:18:11	Physeter macrocephalus	clicks	GJ
254	CESCAB_20240810_082522.flac	CESCAB_20240810_084022.flac	51753.190001259	51839.220776461	2024-08-10 08:25:25	86.0308	0	31039.261	0	2024-08-10	08:40:51	Physeter macrocephalus	clicks	GJ
255	CESCAB_20240810_084752.flac	CESCAB_20240810_091022.flac	51857.557118455	51940.881987537	2024-08-10 08:48:09	83.3249	0	36581.986	937.5	2024-08-10	09:10:32	Physeter macrocephalus	clicks	GJ
256	CESCAB_20240810_184022.flac	CESCAB_20240810_184022.flac	54231.026670534	54232.743476318	2024-08-10 18:40:43	1.7168	4231.738	23939.394	5156.25	2024-08-10	18:40:44	Delphinidae	whistles	GJ
257	CESCAB_20240810_184022.flac	CESCAB_20240810_184022.flac	54233.151134024	54234.867939808	2024-08-10 18:40:45	1.7168	4231.738	23939.394	5156.25	2024-08-10	18:40:46	Delphinidae	whistles	GJ
258	CESCAB_20240810_184022.flac	CESCAB_20240810_184022.flac	54235.468730558	54237.185536342	2024-08-10 18:40:47	1.7168	4231.738	23939.394	5156.25	2024-08-10	18:40:49	Delphinidae	whistles	GJ
259	CESCAB_20240810_201022.flac	CESCAB_20240810_201022.flac	54578.95346654	54580.670272324	2024-08-10 20:10:30	1.7168	4231.738	23939.394	4687.5	2024-08-10	20:10:32	Delphinidae	whistles	GJ
260	CESCAB_20240810_201022.flac	CESCAB_20240810_201022.flac	54594.146599376	54595.86340516	2024-08-10 20:10:46	1.7168	3804.709	23512.365	4218.75	2024-08-10	20:10:47	Delphinidae	whistles	GJ
261	CESCAB_20240810_201752.flac	CESCAB_20240810_201752.flac	54610.08007555	54611.796881334	2024-08-10 20:18:02	1.7168	4231.738	23939.394	5625	2024-08-10	20:18:03	Delphinidae	whistles	GJ
262	CESCAB_20240810_202522.flac	CESCAB_20240810_202522.flac	54630.169054447	54631.239732611	2024-08-10 20:25:22	1.0707	1760.391	20831.296	1875	2024-08-10	20:25:23	Delphinidae	whistles	GJ
263	CESCAB_20240810_203252.flac	CESCAB_20240810_211022.flac	54662.142061708	54824.513962517	2024-08-10 20:32:54	162.3719	16302.033	117277.643	47343.75	2024-08-10	21:10:36	Delphinidae	clicks	GJ
264	CESCAB_20240810_205522.flac	CESCAB_20240810_205522.flac	54757.810873616	54761.335686661	2024-08-10 20:55:29	3.5248	4231.738	23939.394	23906.25	2024-08-10	20:55:33	Delphinidae	whistles	GJ
265	CESCAB_20240810_210252.flac	CESCAB_20240810_210252.flac	54789.306934611	54792.646433877	2024-08-10 21:03:01	3.3395	2424.242	28035.646	2812.5	2024-08-10	21:03:04	Delphinidae	whistles	GJ
266	CESCAB_20240810_211752.flac	CESCAB_20240810_212522_surface.flac	54850.644812316	54899.693653233	2024-08-10 21:18:02	49.0488	19676.674	116951.501	21093.75	2024-08-10	21:25:51	Delphinidae	clicks	GJ
267	CESCAB_20240810_212522_surface.flac	CESCAB_20240810_212522_surface.flac	54896.314742594	54897.624276932	2024-08-10 21:25:48	1.3095	3645.483	20141.83	7968.75	2024-08-10	21:25:49	Delphinidae	whistles	GJ
268	CESCAB_20240810_214752.flac	CESCAB_20240810_215522.flac	54960.933286381	55019.283950768	2024-08-10 21:47:52	58.3507	13333.333	100909.091	15468.75	2024-08-10	21:55:51	Delphinidae	clicks	GJ
269	CESCAB_20240810_220252.flac	CESCAB_20240810_220252.flac	55031.808561297	55033.52536708	2024-08-10 22:03:03	1.7168	4231.738	23939.394	4687.5	2024-08-10	22:03:05	Delphinidae	whistles	GJ
270	CESCAB_20240810_220252.flac	CESCAB_20240810_220252.flac	55044.289864657	55046.006670441	2024-08-10 22:03:16	1.7168	4231.738	23939.394	4687.5	2024-08-10	22:03:18	Delphinidae	whistles	GJ
271	CESCAB_20240811_004752.flac	CESCAB_20240811_011022.flac	55680.226763168	55799.907776416	2024-08-11 00:47:52	119.681	5430.058	120000	7031.25	2024-08-11	01:10:51	Grampus griseus	clicks	GJ
272	CESCAB_20240811_042522.flac	CESCAB_20240811_043252.flac	56550.563427184	56609.801913226	2024-08-11 04:25:22	59.2385	13579.677	120000	35156.25	2024-08-11	04:33:21	Delphinidae	clicks	GJ
273	CESCAB_20240811_051022.flac	CESCAB_20240811_052522.flac	56733.504453478	56819.902910811	2024-08-11 05:10:25	86.3985	9706.067	113342.431	37968.75	2024-08-11	05:25:51	Delphinidae	clicks	GJ
274	CESCAB_20240811_053252.flac	CESCAB_20240811_054022.flac	56848.453906933	56850.170712716	2024-08-11 05:33:20	1.7168	4231.738	23939.394	23906.25	2024-08-11	05:40:22	Delphinidae	whistles	GJ
275	CESCAB_20240811_054022.flac	CESCAB_20240811_054022.flac	56850.127527204	56878.945386917	2024-08-11 05:40:22	28.8179	18787.879	104242.424	32812.5	2024-08-11	05:40:50	Delphinidae	clicks	GJ
276	CESCAB_20240811_060252.flac	CESCAB_20240811_061022.flac	56949.880594487	56985.985272229	2024-08-11 06:03:01	36.1047	17272.727	115757.576	38437.5	2024-08-11	06:10:37	Delphinidae	clicks	GJ
277	CESCAB_20240811_064752.flac	CESCAB_20240811_070252.flac	57141.750998715	57202.246389759	2024-08-11 06:48:13	60.4954	12471.132	114242.424	49687.5	2024-08-11	07:03:14	Delphinidae	clicks	GJ
278	CESCAB_20240811_192522.flac	CESCAB_20240811_192522.flac	60150.466753259	60159.585853792	2024-08-11 19:25:22	9.1191	14688.222	113012.658	30000	2024-08-11	19:25:31	Delphinidae	clicks	GJ
279	CESCAB_20240811_214752.flac	CESCAB_20240811_214752.flac	60720.484993116	60745.279336441	2024-08-11 21:47:52	24.7943	19122.402	84455.696	33281.25	2024-08-11	21:48:17	Delphinidae	clicks	GJ
280	CESCAB_20240811_220252.flac	CESCAB_20240811_220252.flac	60781.819184258	60804.222782193	2024-08-11 22:02:53	22.4036	15519.63	84803.695	22968.75	2024-08-11	22:03:16	Delphinidae	clicks	GJ
281	CESCAB_20240811_221022.flac	CESCAB_20240811_221022.flac	60821.535040271	60823.251846055	2024-08-11 22:10:33	1.7168	4231.738	23939.394	5156.25	2024-08-11	22:10:35	Delphinidae	whistles	GJ
282	CESCAB_20240811_221752.flac	CESCAB_20240811_222522.flac	60841.279335747	60884.991419735	2024-08-11 22:17:53	43.7121	18290.993	85635.104	19218.75	2024-08-11	22:25:36	Delphinidae	clicks	GJ
283	CESCAB_20240811_222522.flac	CESCAB_20240811_222522.flac	60886.147651159	60887.864456943	2024-08-11 22:25:38	1.7168	4231.738	23939.394	6093.75	2024-08-11	22:25:39	Delphinidae	whistles	GJ
284	CESCAB_20240811_223252.flac	CESCAB_20240811_223252.flac	60904.906647445	60906.623453228	2024-08-11 22:32:56	1.7168	4231.738	23939.394	5625	2024-08-11	22:32:58	Delphinidae	whistles	GJ
285	CESCAB_20240811_223252.flac	CESCAB_20240811_223252.flac	60913.561673114	60915.278478898	2024-08-11 22:33:05	1.7168	4231.738	23939.394	5625	2024-08-11	22:33:07	Delphinidae	whistles	GJ
286	CESCAB_20240811_231752.flac	CESCAB_20240811_231752.flac	61100.996373999	61102.713179783	2024-08-11 23:18:12	1.7168	4231.738	23939.394	4687.5	2024-08-11	23:18:14	Delphinidae	whistles	GJ
287	CESCAB_20240811_232522.flac	CESCAB_20240811_232522.flac	61111.648088714	61113.364894498	2024-08-11 23:25:23	1.7168	4231.738	23939.394	4687.5	2024-08-11	23:25:25	Delphinidae	whistles	GJ
288	CESCAB_20240811_232522.flac	CESCAB_20240811_232522.flac	61130.659073651	61132.375879434	2024-08-11 23:25:42	1.7168	4231.738	30504.049	4687.5	2024-08-11	23:25:44	Delphinidae	whistles	GJ
289	CESCAB_20240811_233252.flac	CESCAB_20240811_233252.flac	61147.891611608	61149.608417391	2024-08-11 23:32:59	1.7168	3679.659	23387.315	4218.75	2024-08-11	23:33:01	Delphinidae	whistles	GJ
290	CESCAB_20240811_233252.flac	CESCAB_20240811_233252.flac	61158.869143479	61160.585949262	2024-08-11 23:33:10	1.7168	4231.738	23939.394	7031.25	2024-08-11	23:33:12	Delphinidae	whistles	GJ
291	CESCAB_20240811_233252.flac	CESCAB_20240811_233252.flac	61167.806859588	61169.523665371	2024-08-11 23:33:19	1.7168	4231.738	23939.394	7031.25	2024-08-11	23:33:21	Delphinidae	whistles	GJ
292	CESCAB_20240811_234022.flac	CESCAB_20240811_234752.flac	61170.220830064	61222.127224375	2024-08-11 23:40:22	51.9064	20230.947	68526.703	30000	2024-08-11	23:48:14	Delphinidae	clicks	GJ
293	CESCAB_20240811_234022.flac	CESCAB_20240811_234022.flac	61181.027669862	61182.744475645	2024-08-11 23:40:33	1.7168	4231.738	23939.394	4687.5	2024-08-11	23:40:34	Delphinidae	whistles	GJ
294	CESCAB_20240811_234022.flac	CESCAB_20240811_234022.flac	61195.388687584	61197.105493367	2024-08-11 23:40:47	1.7168	4231.738	23939.394	4687.5	2024-08-11	23:40:49	Delphinidae	whistles	GJ
295	CESCAB_20240811_234752.flac	CESCAB_20240811_234752.flac	61206.29701393	61208.013819713	2024-08-11 23:47:58	1.7168	4231.738	23939.394	5156.25	2024-08-11	23:48:00	Delphinidae	whistles	GJ
296	CESCAB_20240811_234752.flac	CESCAB_20240811_234752.flac	61209.906065504	61211.622871287	2024-08-11 23:48:01	1.7168	4231.738	23939.394	5156.25	2024-08-11	23:48:03	Delphinidae	whistles	GJ
297	CESCAB_20240812_000252.flac	CESCAB_20240812_000252.flac	61260.036039711	61261.752845494	2024-08-12 00:02:52	1.7168	4109.293	23816.949	4218.75	2024-08-12	00:02:53	Delphinidae	whistles	GJ
298	CESCAB_20240812_000252.flac	CESCAB_20240812_000252.flac	61271.469918004	61273.186723788	2024-08-12 00:03:03	1.7168	4231.738	23939.394	7031.25	2024-08-12	00:03:05	Delphinidae	whistles	GJ
299	CESCAB_20240812_000252.flac	CESCAB_20240812_000252.flac	61282.00297306	61283.719778844	2024-08-12 00:03:14	1.7168	4231.738	23939.394	7031.25	2024-08-12	00:03:15	Delphinidae	whistles	GJ
300	CESCAB_20240812_040252.flac	CESCAB_20240812_043252.flac	62220.867767166	62368.83361983	2024-08-12 04:02:52	147.9659	16405.063	101164.557	28593.75	2024-08-12	04:33:20	Delphinidae	clicks	GJ
301	CESCAB_20240812_151752.flac	CESCAB_20240812_151752.flac	64945.743859746	64949.534617042	2024-08-12 15:18:17	3.7908	4120.856	23828.511	6093.75	2024-08-12	15:18:21	Delphinidae	whistles	GJ
302	CESCAB_20240812_151752.flac	CESCAB_20240812_152522.flac	64949.998279918	64952.33539144	2024-08-12 15:18:21	2.3371	3817.058	23524.714	4218.75	2024-08-12	15:25:24	Delphinidae	whistles	GJ
303	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64952.332258583	64953.742044354	2024-08-12 15:25:24	1.4098	2668.023	23458.56	4218.75	2024-08-12	15:25:25	Delphinidae	whistles	GJ
304	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64954.083525797	64956.721391617	2024-08-12 15:25:26	2.6379	2905.666	23696.203	4218.75	2024-08-12	15:25:28	Delphinidae	whistles	GJ
305	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64957.542200222	64959.678808879	2024-08-12 15:25:29	2.1366	4120.856	23828.511	4218.75	2024-08-12	15:25:31	Delphinidae	whistles	GJ
306	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64960.357929175	64966.279029414	2024-08-12 15:25:32	5.9211	4424.653	24132.309	12656.25	2024-08-12	15:25:38	Delphinidae	whistles	GJ
307	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64967.669240645	64970.332169324	2024-08-12 15:25:39	2.6629	4120.856	23828.511	4218.75	2024-08-12	15:25:42	Delphinidae	whistles	GJ
308	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64972.25261083	64974.514533778	2024-08-12 15:25:44	2.2619	3817.058	23524.714	4218.75	2024-08-12	15:25:46	Delphinidae	whistles	GJ
309	CESCAB_20240812_152522.flac	CESCAB_20240812_152522.flac	64977.351055036	64979.917754353	2024-08-12 15:25:49	2.5667	3817.058	23524.714	4218.75	2024-08-12	15:25:51	Delphinidae	whistles	GJ
310	CESCAB_20240812_153252.flac	CESCAB_20240812_153252.flac	64981.610388027	64986.102905351	2024-08-12 15:32:53	4.4925	4231.738	23939.394	5156.25	2024-08-12	15:32:58	Delphinidae	whistles	GJ
311	CESCAB_20240812_153252.flac	CESCAB_20240812_153252.flac	64986.773336806	64989.461328343	2024-08-12 15:32:58	2.688	4120.856	23828.511	5156.25	2024-08-12	15:33:01	Delphinidae	whistles	GJ
312	CESCAB_20240812_153252.flac	CESCAB_20240812_153252.flac	64995.94634289	64997.663148674	2024-08-12 15:33:07	1.7168	4231.738	23939.394	5156.25	2024-08-12	15:33:09	Delphinidae	whistles	GJ
313	CESCAB_20240812_153252.flac	CESCAB_20240812_153252.flac	65000.407531642	65002.124337425	2024-08-12 15:33:12	1.7168	4231.738	23939.394	5156.25	2024-08-12	15:33:14	Delphinidae	whistles	GJ
314	CESCAB_20240812_154022.flac	CESCAB_20240812_154022.flac	65010.151930846	65011.868736629	2024-08-12 15:40:22	1.7168	4231.738	23939.394	6093.75	2024-08-12	15:40:23	Delphinidae	whistles	GJ
315	CESCAB_20240812_154022.flac	CESCAB_20240812_154022.flac	65017.745976866	65019.46278265	2024-08-12 15:40:29	1.7168	4231.738	23939.394	6093.75	2024-08-12	15:40:31	Delphinidae	whistles	GJ
316	CESCAB_20240812_154022.flac	CESCAB_20240812_154022.flac	65023.334994235	65025.051800018	2024-08-12 15:40:35	1.7168	4231.738	23939.394	6093.75	2024-08-12	15:40:37	Delphinidae	whistles	GJ
317	CESCAB_20240812_154022.flac	CESCAB_20240812_154022.flac	65033.894115811	65035.610921594	2024-08-12 15:40:45	1.7168	4231.738	23939.394	6093.75	2024-08-12	15:40:47	Delphinidae	whistles	GJ
318	CESCAB_20240812_154752.flac	CESCAB_20240812_154752.flac	65051.711241663	65053.428047447	2024-08-12 15:48:03	1.7168	4231.738	23939.394	6093.75	2024-08-12	15:48:05	Delphinidae	whistles	GJ
319	CESCAB_20240812_154752.flac	CESCAB_20240812_154752.flac	65053.896591694	65054.963147509	2024-08-12 15:48:05	1.0666	3817.058	23524.714	6093.75	2024-08-12	15:48:06	Delphinidae	whistles	GJ
320	CESCAB_20240812_154752.flac	CESCAB_20240812_154752.flac	65055.000741796	65055.852878973	2024-08-12 15:48:07	0.8521	4231.738	23939.394	6093.75	2024-08-12	15:48:07	Delphinidae	whistles	GJ
321	CESCAB_20240812_154752.flac	CESCAB_20240812_154752.flac	65056.227437503	65057.862788997	2024-08-12 15:48:08	1.6354	4120.856	23828.511	6093.75	2024-08-12	15:48:09	Delphinidae	whistles	GJ
322	CESCAB_20240812_154752.flac	CESCAB_20240812_154752.flac	65057.981837573	65059.698643357	2024-08-12 15:48:09	1.7168	4728.451	24436.106	6093.75	2024-08-12	15:48:11	Delphinidae	whistles	GJ
323	CESCAB_20240812_154752.flac	CESCAB_20240812_154752.flac	65060.33774624	65062.054552023	2024-08-12 15:48:12	1.7168	4231.738	23939.394	6093.75	2024-08-12	15:48:14	Delphinidae	whistles	GJ
324	CESCAB_20240812_154752.flac	CESCAB_20240812_154752.flac	65064.021986388	65066.10846933	2024-08-12 15:48:16	2.0865	4120.856	23828.511	6093.75	2024-08-12	15:48:18	Delphinidae	whistles	GJ
325	CESCAB_20240812_154752.flac	CESCAB_20240812_154752.flac	65066.227517906	65067.944323689	2024-08-12 15:48:18	1.7168	4231.738	23939.394	6093.75	2024-08-12	15:48:19	Delphinidae	whistles	GJ
326	CESCAB_20240812_160252.flac	CESCAB_20240812_164752.flac	65107.951223195	65299.944072398	2024-08-12 16:02:59	191.9928	12151.899	102987.342	44531.25	2024-08-12	16:48:11	Delphinidae	clicks	GJ
327	CESCAB_20240812_161022.flac	CESCAB_20240812_161022.flac	65130.214580492	65133.569336121	2024-08-12 16:10:22	3.3548	4093.259	20849.004	8906.25	2024-08-12	16:10:25	Delphinidae	whistles	GJ
328	CESCAB_20240812_161022.flac	CESCAB_20240812_161022.flac	65141.80804294	65143.730004031	2024-08-12 16:10:33	1.922	3171.576	22879.232	11250	2024-08-12	16:10:35	Delphinidae	whistles	GJ
329	CESCAB_20240812_161752.flac	CESCAB_20240812_161752.flac	65169.683540158	65186.765801578	2024-08-12 16:18:01	17.0823	5468.354	20050.633	6562.5	2024-08-12	16:18:18	Delphinidae	whistles	GJ
330	CESCAB_20240812_162522.flac	CESCAB_20240812_162522.flac	65199.692719412	65201.409525196	2024-08-12 16:25:31	1.7168	4231.738	23939.394	4687.5	2024-08-12	16:25:33	Delphinidae	whistles	GJ
331	CESCAB_20240812_162522.flac	CESCAB_20240812_162522.flac	65211.009619956	65213.870622064	2024-08-12 16:25:43	2.861	4231.738	23939.394	6562.5	2024-08-12	16:25:45	Delphinidae	whistles	GJ
332	CESCAB_20240812_163252.flac	CESCAB_20240812_164022.flac	65220.154441393	65269.071455727	2024-08-12 16:32:52	48.917	5772.152	21696.542	7500	2024-08-12	16:40:41	Delphinidae	whistles	GJ
333	CESCAB_20240812_164022.flac	CESCAB_20240812_164752.flac	65275.009758794	65285.575311004	2024-08-12 16:40:47	10.5656	3879.908	18845.266	4218.75	2024-08-12	16:47:57	Delphinidae	clicks	GJ
334	CESCAB_20240812_164752.flac	CESCAB_20240812_164752.flac	65290.986395902	65294.288427464	2024-08-12 16:48:02	3.302	3866.71	24676.218	4218.75	2024-08-12	16:48:06	Delphinidae	whistles	GJ
335	CESCAB_20240812_164752.flac	CESCAB_20240812_164752.flac	65295.934886166	65297.651691949	2024-08-12 16:48:07	1.7168	4231.738	23939.394	7500	2024-08-12	16:48:09	Delphinidae	whistles	GJ
336	CESCAB_20240812_164752.flac	CESCAB_20240812_164752.flac	65305.958278911	65308.734628397	2024-08-12 16:48:17	2.7763	3602.771	19953.811	4218.75	2024-08-12	16:48:20	Delphinidae	clicks	GJ
337	CESCAB_20240812_165522.flac	CESCAB_20240812_165522.flac	65327.779674774	65329.496480557	2024-08-12 16:55:39	1.7168	5613.014	25320.67	22968.75	2024-08-12	16:55:41	Delphinidae	whistles	GJ
338	CESCAB_20240812_170252.flac	CESCAB_20240812_170252.flac	65341.770350506	65343.48715629	2024-08-12 17:02:53	1.7168	4231.738	23939.394	5156.25	2024-08-12	17:02:55	Delphinidae	whistles	GJ
339	CESCAB_20240812_170252.flac	CESCAB_20240812_170252.flac	65343.76284773	65345.479653513	2024-08-12 17:02:55	1.7168	4231.738	23939.394	5156.25	2024-08-12	17:02:57	Delphinidae	whistles	GJ
340	CESCAB_20240812_200252.flac	CESCAB_20240812_204752.flac	66064.44302471	66269.76438263	2024-08-12 20:02:56	205.3214	17736.721	120000	47812.5	2024-08-12	20:48:21	Delphinidae	clicks	GJ
341	CESCAB_20240812_233252.flac	CESCAB_20240813_000252.flac	66900.940346971	67040.44885165	2024-08-12 23:32:52	139.5085	5786.802	114531.646	22500	2024-08-13	00:03:12	Delphinidae	clicks	GJ
342	CESCAB_20240812_235522.flac	CESCAB_20240812_235522.flac	67012.667008509	67014.383814292	2024-08-12 23:55:44	1.7168	4231.738	16152.185	5625	2024-08-12	23:55:46	Delphinidae	whistles	GJ
343	CESCAB_20240813_024022.flac	CESCAB_20240813_024752_glider_noise.flac	67653.949231014	67707.74592899	2024-08-13 02:40:25	53.7967	17736.721	116954.315	22031.25	2024-08-13	02:48:19	Delphinidae	clicks	GJ
344	CESCAB_20240813_025522.flac	CESCAB_20240813_030252.flac	67710.122464017	67769.940525755	2024-08-13 02:55:22	59.8181	14965.358	116954.315	25312.5	2024-08-13	03:03:21	Grampus griseus	clicks	GJ
345	CESCAB_20240813_034022.flac	CESCAB_20240813_041022.flac	67890.057315392	68024.58922683	2024-08-13 03:40:22	134.5319	8591.224	112517.321	20625	2024-08-13	04:10:36	Delphinidae	clicks	GJ
346	CESCAB_20240813_052522.flac	CESCAB_20240813_052522.flac	68315.368602173	68317.412303877	2024-08-13 05:25:27	2.0437	2494.226	19676.674	2812.5	2024-08-13	05:25:29	Delphinidae	whistles	GJ
347	CESCAB_20240813_052522.flac	CESCAB_20240813_052522.flac	68337.492204998	68339.209010781	2024-08-13 05:25:49	1.7168	4231.738	23939.394	4687.5	2024-08-13	05:25:51	Delphinidae	whistles	GJ
348	CESCAB_20240813_071752.flac	CESCAB_20240813_071752.flac	68760.876980859	68789.460429862	2024-08-13 07:17:52	28.5834	4988.453	101116.751	40312.5	2024-08-13	07:18:21	Delphinidae	clicks	GJ
349	CESCAB_20240813_174752.flac	CESCAB_20240813_181022.flac	71280.577916133	71399.64178881	2024-08-13 17:47:52	119.0639	7005.076	120000	33750	2024-08-13	18:10:51	Grampus griseus	clicks	GJ
350	CESCAB_20240813_201022.flac	CESCAB_20240813_201752.flac	71872.459421561	71888.663671106	2024-08-13 20:10:44	16.2042	17980.456	60977.199	22968.75	2024-08-13	20:18:00	Delphinidae	clicks	GJ
351	CESCAB_20240813_202522.flac	CESCAB_20240813_213252.flac	71911.115857996	72207.73067456	2024-08-13 20:25:23	296.6148	8990.228	120000	21093.75	2024-08-13	21:33:19	Grampus griseus	clicks	GJ
352	CESCAB_20240813_220252.flac	CESCAB_20240813_222522.flac	72300.385895806	72419.245401936	2024-08-13 22:02:52	118.8595	15244.3	120000	26250	2024-08-13	22:25:51	Grampus griseus	clicks	GJ
353	CESCAB_20240814_001752.flac	CESCAB_20240814_002522.flac	72841.183160518	72899.537819137	2024-08-14 00:17:53	58.3547	8170.213	120000	17812.5	2024-08-14	00:25:51	Grampus griseus	clicks	GJ
354	CESCAB_20240814_014752.flac	CESCAB_20240814_015522.flac	73207.850097336	73259.747803021	2024-08-14 01:47:59	51.8977	12455.696	118481.013	24843.75	2024-08-14	01:55:51	Delphinidae	clicks	GJ
355	CESCAB_20240814_014752.flac	CESCAB_20240814_014752.flac	73228.171727552	73229.888533336	2024-08-14 01:48:20	1.7168	5491.441	25199.096	22968.75	2024-08-14	01:48:21	Delphinidae	whistles	GJ
356	CESCAB_20240814_160252.flac	CESCAB_20240814_161022.flac	76621.342299853	76679.733175894	2024-08-14 16:02:53	58.3909	19692.308	103076.923	37500	2024-08-14	16:10:51	Delphinidae	clicks	GJ
357	CESCAB_20240814_160252.flac	CESCAB_20240814_160252.flac	76625.971726588	76629.972681832	2024-08-14 16:02:57	4.001	1954.397	26970.684	2343.75	2024-08-14	16:03:01	Delphinidae	whistles	GJ
358	CESCAB_20240814_161022.flac	CESCAB_20240814_161022.flac	76650.014579909	76651.293019292	2024-08-14 16:10:22	1.2784	5223.095	24930.751	15937.5	2024-08-14	16:10:23	Delphinidae	whistles	GJ
359	CESCAB_20240814_161022.flac	CESCAB_20240814_161022.flac	76651.613409356	76653.33021514	2024-08-14 16:10:23	1.7168	4915.403	24623.059	15937.5	2024-08-14	16:10:25	Delphinidae	whistles	GJ
360	CESCAB_20240814_161022.flac	CESCAB_20240814_161022.flac	76656.683486589	76658.400292373	2024-08-14 16:10:28	1.7168	4231.738	23939.394	15937.5	2024-08-14	16:10:30	Delphinidae	whistles	GJ
361	CESCAB_20240814_161022.flac	CESCAB_20240814_161022.flac	76658.686764853	76660.403570637	2024-08-14 16:10:30	1.7168	5838.48	25546.136	15937.5	2024-08-14	16:10:32	Delphinidae	whistles	GJ
362	CESCAB_20240814_161022.flac	CESCAB_20240814_161022.flac	76661.741486386	76663.458292169	2024-08-14 16:10:33	1.7168	4231.738	23939.394	15937.5	2024-08-14	16:10:35	Delphinidae	whistles	GJ
363	CESCAB_20240814_161022.flac	CESCAB_20240814_161022.flac	76668.181082228	76670.826687345	2024-08-14 16:10:40	2.6456	5838.48	25546.136	12187.5	2024-08-14	16:10:42	Delphinidae	whistles	GJ
364	CESCAB_20240814_161022.flac	CESCAB_20240814_161022.flac	76671.818862643	76673.535668426	2024-08-14 16:10:43	1.7168	5838.48	25546.136	15937.5	2024-08-14	16:10:45	Delphinidae	whistles	GJ
365	CESCAB_20240814_161022.flac	CESCAB_20240814_161022.flac	76674.356733446	76676.07353923	2024-08-14 16:10:46	1.7168	5838.48	25546.136	15937.5	2024-08-14	16:10:48	Delphinidae	whistles	GJ
366	CESCAB_20240814_161022.flac	CESCAB_20240814_161022.flac	76676.232662022	76678.485336153	2024-08-14 16:10:48	2.2527	5223.095	24930.751	12187.5	2024-08-14	16:10:50	Delphinidae	whistles	GJ
367	CESCAB_20240814_173252.flac	CESCAB_20240814_173252.flac	76982.77634955	76987.480719621	2024-08-14 17:32:54	4.7044	6651.27	20230.947	7031.25	2024-08-14	17:32:59	Delphinidae	whistles	GJ
368	CESCAB_20240814_180252.flac	CESCAB_20240814_181752.flac	77100.473435643	77186.725204756	2024-08-14 18:02:52	86.2518	0	32923.077	0	2024-08-14	18:18:18	Physeter macrocephalus	clicks	GJ
369	CESCAB_20240814_184752.flac	CESCAB_20240814_184752.flac	77280.113406644	77281.830212427	2024-08-14 18:47:52	1.7168	3939.979	23647.635	4218.75	2024-08-14	18:47:53	Delphinidae	whistles	GJ
370	CESCAB_20240814_184752.flac	CESCAB_20240814_184752.flac	77282.243756809	77283.960562592	2024-08-14 18:47:54	1.7168	4231.738	23939.394	10312.5	2024-08-14	18:47:55	Delphinidae	whistles	GJ
371	CESCAB_20240814_184752.flac	CESCAB_20240814_184752.flac	77284.665935763	77286.382741546	2024-08-14 18:47:56	1.7168	4231.738	23939.394	10312.5	2024-08-14	18:47:58	Delphinidae	whistles	GJ
372	CESCAB_20240814_184752.flac	CESCAB_20240814_184752.flac	77286.708737291	77288.425543074	2024-08-14 18:47:58	1.7168	4231.738	23939.394	10312.5	2024-08-14	18:48:00	Delphinidae	whistles	GJ
