Selection	Begin File	End File	Begin Time (s)	End Time (s)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	End Date	End Clock Time	Species	Signal Type	annotator
118	CESCAB_20240807_142522.flac	CESCAB_20240807_142522.flac	35933.604610648	35934.530591259	2024-08-07 14:25:45	0.926	5440.806	64685.139	8437.5	2024-08-07	14:25:46	Delphinidae	whistles	GJ
119	CESCAB_20240807_142522.flac	CESCAB_20240807_142522.flac	35935.710087344	35936.831011242	2024-08-07 14:25:47	1.1209	5440.806	65289.673	8437.5	2024-08-07	14:25:48	Delphinidae	whistles	GJ
120	CESCAB_20240807_142522.flac	CESCAB_20240807_142522.flac	35937.954779275	35939.071272643	2024-08-07 14:25:49	1.1165	2720.403	35365.239	4687.5	2024-08-07	14:25:51	Delphinidae	whistles	GJ
121	CESCAB_20240807_143252.flac	CESCAB_20240807_144022.flac	35969.465974097	35971.341957884	2024-08-07 14:33:21	1.876	4036.878	17336.626	10312.5	2024-08-07	14:40:23	Delphinidae	whistles	GJ
122	CESCAB_20240807_144022.flac	CESCAB_20240807_144022.flac	35971.3206256	35973.196609388	2024-08-07 14:40:23	1.876	4231.738	17531.486	10312.5	2024-08-07	14:40:25	Delphinidae	whistles	GJ
123	CESCAB_20240807_144022.flac	CESCAB_20240807_144022.flac	35976.922174398	35978.798158185	2024-08-07 14:40:28	1.876	3612.014	34005.354	10312.5	2024-08-07	14:40:30	Delphinidae	whistles	GJ
124	CESCAB_20240807_144022.flac	CESCAB_20240807_144022.flac	35980.574574363	35982.45055815	2024-08-07 14:40:32	1.876	3184.544	26738.362	10312.5	2024-08-07	14:40:34	Delphinidae	whistles	GJ
125	CESCAB_20240807_144022.flac	CESCAB_20240807_144022.flac	35984.25991362	35985.548785527	2024-08-07 14:40:36	1.2889	4464.348	17764.097	10312.5	2024-08-07	14:40:37	Delphinidae	whistles	GJ
126	CESCAB_20240807_144022.flac	CESCAB_20240807_144022.flac	35985.611442673	35987.27812274	2024-08-07 14:40:37	1.6667	4231.738	28854.231	10312.5	2024-08-07	14:40:39	Delphinidae	whistles	GJ
127	CESCAB_20240807_144022.flac	CESCAB_20240807_144022.flac	35991.31510819	35993.191091977	2024-08-07 14:40:43	1.876	7884.109	21183.857	10312.5	2024-08-07	14:40:45	Delphinidae	whistles	GJ
128	CESCAB_20240807_144022.flac	CESCAB_20240807_144752.flac	35993.057141381	36019.97230723	2024-08-07 14:40:45	26.9152	11486.146	94911.839	11718.75	2024-08-07	14:48:11	Delphinidae	clicks	GJ
129	CESCAB_20240807_144022.flac	CESCAB_20240807_144022.flac	35998.661544445	35999.977344498	2024-08-07 14:40:50	1.3158	4488.436	21611.327	10312.5	2024-08-07	14:40:51	Delphinidae	whistles	GJ
130	CESCAB_20240807_144752.flac	CESCAB_20240807_144752.flac	36000.405278374	36001.982373151	2024-08-07 14:47:52	1.5771	9618.077	22466.268	11250	2024-08-07	14:47:53	Delphinidae	whistles	GJ
131	CESCAB_20240807_144752.flac	CESCAB_20240807_144752.flac	36006.696571289	36008.737328941	2024-08-07 14:47:58	2.0408	3398.279	24814.747	11250	2024-08-07	14:48:00	Delphinidae	whistles	GJ
132	CESCAB_20240807_144752.flac	CESCAB_20240807_144752.flac	36016.519275852	36018.422187785	2024-08-07 14:48:08	1.9029	2980.247	18393.258	11250	2024-08-07	14:48:10	Delphinidae	whistles	GJ
133	CESCAB_20240807_144752.flac	CESCAB_20240807_144752.flac	36020.115096515	36022.345224568	2024-08-07 14:48:12	2.2301	2372.432	22420.833	4687.5	2024-08-07	14:48:14	Delphinidae	whistles	GJ
134	CESCAB_20240807_144752.flac	CESCAB_20240807_144752.flac	36023.136803048	36025.012786836	2024-08-07 14:48:15	1.876	2754.468	16054.216	11250	2024-08-07	14:48:17	Delphinidae	whistles	GJ
135	CESCAB_20240807_144752.flac	CESCAB_20240807_144752.flac	36027.186815414	36029.062799201	2024-08-07 14:48:19	1.876	2968.203	16267.951	11250	2024-08-07	14:48:21	Delphinidae	whistles	GJ
136	CESCAB_20240807_145522.flac	CESCAB_20240807_145522.flac	36037.804671437	36039.496414362	2024-08-07 14:55:29	1.6917	7053.257	26289.411	7968.75	2024-08-07	14:55:31	Delphinidae	whistles	GJ
137	CESCAB_20240807_150252.flac	CESCAB_20240807_155522.flac	36060.883960155	36299.741363687	2024-08-07 15:02:52	238.8574	0	35294.118	468.75	2024-08-07	15:55:51	Physeter macrocephalus	clicks	GJ
138	CESCAB_20240807_151022.flac	CESCAB_20240807_151022.flac	36101.494126161	36103.370109948	2024-08-07 15:10:33	1.876	4464.348	17764.097	11250	2024-08-07	15:10:35	Delphinidae	whistles	GJ
139	CESCAB_20240807_151022.flac	CESCAB_20240807_151022.flac	36104.188383413	36106.103826774	2024-08-07 15:10:36	1.9154	4231.738	23510.855	11250	2024-08-07	15:10:38	Delphinidae	whistles	GJ
140	CESCAB_20240807_161022.flac	CESCAB_20240807_174022.flac	36330.368603976	36719.298919653	2024-08-07 16:10:22	388.9303	0	51212.121	937.5	2024-08-07	17:40:51	Physeter macrocephalus	clicks	GJ
141	CESCAB_20240807_175522.flac	CESCAB_20240807_181022.flac	36750.378609731	36839.129252046	2024-08-07 17:55:22	88.7506	0	39630.485	1406.25	2024-08-07	18:10:51	Physeter macrocephalus	clicks	GJ
142	CESCAB_20240807_184752.flac	CESCAB_20240807_184752.flac	36960.302518101	36989.668977202	2024-08-07 18:47:52	29.3665	0	33333.333	0	2024-08-07	18:48:21	Physeter macrocephalus	clicks	GJ
143	CESCAB_20240807_192522.flac	CESCAB_20240807_192522.flac	37110.541800236	37139.934818625	2024-08-07 19:25:22	29.393	0	30606.061	14062.5	2024-08-07	19:25:51	Physeter macrocephalus	clicks	GJ
144	CESCAB_20240807_193252.flac	CESCAB_20240807_193252.flac	37144.045127362	37169.709494111	2024-08-07 19:32:56	25.6644	0	29930.716	468.75	2024-08-07	19:33:21	Physeter macrocephalus	clicks	GJ
145	CESCAB_20240807_211752_surface.flac	CESCAB_20240807_225522.flac	37563.082687874	37960.40749616	2024-08-07 21:17:55	397.3248	0	28484.848	937.5	2024-08-07	22:55:32	Physeter macrocephalus	clicks	GJ
146	CESCAB_20240807_235522.flac	CESCAB_20240808_002522.flac	38212.876302399	38333.424671696	2024-08-07 23:55:44	120.5484	14545.455	120000	31406.25	2024-08-08	00:25:45	Delphinidae	clicks	GJ
147	CESCAB_20240808_000252.flac	CESCAB_20240808_000252.flac	38235.507637056	38237.72162137	2024-08-08 00:03:07	2.214	5151.515	23013.51	5625	2024-08-08	00:03:09	Delphinidae	whistles	GJ
148	CESCAB_20240808_001752.flac	CESCAB_20240808_001752.flac	38282.957568136	38284.833551923	2024-08-08 00:17:54	1.876	4231.738	17531.486	4687.5	2024-08-08	00:17:56	Delphinidae	whistles	GJ
149	CESCAB_20240808_002522.flac	CESCAB_20240808_002522.flac	38328.097330327	38338.872377436	2024-08-08 00:25:40	10.775	0	21212.121	0	2024-08-08	00:25:50	Physeter macrocephalus	clicks	GJ
150	CESCAB_20240808_004022.flac	CESCAB_20240808_004022.flac	38370.177740337	38394.154850231	2024-08-08 00:40:22	23.9771	10000	120000	13125	2024-08-08	00:40:46	Delphinidae	clicks	GJ
151	CESCAB_20240808_011022.flac	CESCAB_20240808_011752.flac	38500.125640785	38549.102726848	2024-08-08 01:10:32	48.9771	12424.242	98673.74	20625	2024-08-08	01:18:21	Delphinidae	clicks	GJ
152	CESCAB_20240808_014022.flac	CESCAB_20240808_020252.flac	38610.693312077	38723.801650258	2024-08-08 01:40:22	113.1083	0	30476.19	937.5	2024-08-08	02:03:15	Physeter macrocephalus	clicks	GJ
153	CESCAB_20240808_024752.flac	CESCAB_20240808_024752.flac	38880.608626907	38902.981862184	2024-08-08 02:47:52	22.3732	12424.242	94848.485	35625	2024-08-08	02:48:14	Delphinidae	clicks	GJ
154	CESCAB_20240808_025522.flac	CESCAB_20240808_030252.flac	38932.939725123	38955.610505892	2024-08-08 02:55:44	22.6708	16470.588	104545.455	36562.5	2024-08-08	03:03:07	Delphinidae	clicks	GJ
155	CESCAB_20240808_051752.flac	CESCAB_20240808_051752.flac	39480.247176078	39509.094414104	2024-08-08 05:17:52	28.8472	0	40303.03	0	2024-08-08	05:18:21	Physeter macrocephalus	clicks	GJ
156	CESCAB_20240808_064022.flac	CESCAB_20240808_064752.flac	39825.223955165	39845.255886095	2024-08-08 06:40:37	20.0319	0	24545.455	468.75	2024-08-08	06:47:57	Physeter macrocephalus	clicks	GJ
157	CESCAB_20240808_084752.flac	CESCAB_20240808_084752.flac	40320.990511259	40343.844340321	2024-08-08 08:47:52	22.8538	0	30000	0	2024-08-08	08:48:15	Physeter macrocephalus	clicks	GJ
158	CESCAB_20240808_093252.flac	CESCAB_20240808_093252.flac	40518.395695803	40529.527547867	2024-08-08 09:33:10	11.1319	0	30606.061	0	2024-08-08	09:33:21	Physeter macrocephalus	clicks	GJ
159	CESCAB_20240808_095522.flac	CESCAB_20240808_101752.flac	40604.87857291	40709.562770876	2024-08-08 09:55:36	104.6842	0	27575.758	468.75	2024-08-08	10:18:21	Physeter macrocephalus	clicks	GJ
160	CESCAB_20240808_123252.flac	CESCAB_20240808_123252.flac	41225.499081566	41230.436464622	2024-08-08 12:32:57	4.9374	15454.545	84242.424	48750	2024-08-08	12:33:02	Delphinidae	clicks	GJ
161	CESCAB_20240808_123252.flac	CESCAB_20240808_123252.flac	41228.435968473	41229.156967699	2024-08-08 12:33:00	0.721	3956.187	17255.935	7968.75	2024-08-08	12:33:01	Delphinidae	whistles	GJ
162	CESCAB_20240808_123252.flac	CESCAB_20240808_123252.flac	41231.819454323	41234.474252001	2024-08-08 12:33:03	2.6548	3030.303	21498.359	7968.75	2024-08-08	12:33:06	Delphinidae	whistles	GJ
163	CESCAB_20240808_123252.flac	CESCAB_20240808_124752.flac	41236.054202037	41287.97914879	2024-08-08 12:33:08	51.9249	4231.738	21818.182	5156.25	2024-08-08	12:47:59	Delphinidae	whistles	GJ
164	CESCAB_20240808_124752.flac	CESCAB_20240808_124752.flac	41297.212711609	41300.32050602	2024-08-08 12:48:09	3.1078	4231.738	26666.667	6093.75	2024-08-08	12:48:12	Delphinidae	whistles	GJ
165	CESCAB_20240808_125522.flac	CESCAB_20240808_125522.flac	41334.117582467	41337.590975436	2024-08-08 12:55:46	3.4734	3782.536	23490.192	4218.75	2024-08-08	12:55:49	Delphinidae	whistles	GJ
166	CESCAB_20240808_125522.flac	CESCAB_20240808_125522.flac	41338.264185802	41339.911676968	2024-08-08 12:55:50	1.6475	4085.566	23793.222	4218.75	2024-08-08	12:55:51	Delphinidae	whistles	GJ
167	CESCAB_20240808_130252.flac	CESCAB_20240808_130252.flac	41365.967700158	41367.684505941	2024-08-08 13:03:17	1.7168	4231.738	23939.394	6562.5	2024-08-08	13:03:19	Delphinidae	whistles	GJ
168	CESCAB_20240808_134022.flac	CESCAB_20240808_134022.flac	41496.12565302	41518.296050236	2024-08-08 13:40:28	22.1704	0	27878.788	468.75	2024-08-08	13:40:50	Physeter macrocephalus	clicks	GJ
169	CESCAB_20240808_151752.flac	CESCAB_20240808_161022.flac	41880.898220987	42119.748419951	2024-08-08 15:17:52	238.8502	13333.333	119696.97	52968.75	2024-08-08	16:10:51	Delphinidae	clicks	GJ
170	CESCAB_20240808_154022.flac	CESCAB_20240808_154022.flac	41978.018710122	41979.735515905	2024-08-08 15:40:30	1.7168	4231.738	23939.394	5625	2024-08-08	15:40:31	Delphinidae	whistles	GJ
171	CESCAB_20240808_154022.flac	CESCAB_20240808_154022.flac	41981.618931412	41984.910374056	2024-08-08 15:40:33	3.2914	4074.033	23781.689	23437.5	2024-08-08	15:40:36	Delphinidae	whistles	GJ
172	CESCAB_20240808_155522.flac	CESCAB_20240808_155522.flac	42033.702681435	42036.66744435	2024-08-08 15:55:25	2.9648	4231.738	23939.394	5625	2024-08-08	15:55:28	Delphinidae	whistles	GJ
173	CESCAB_20240808_155522.flac	CESCAB_20240808_155522.flac	42036.457018508	42038.173824292	2024-08-08 15:55:28	1.7168	4231.738	23939.394	16875	2024-08-08	15:55:30	Delphinidae	whistles	GJ
174	CESCAB_20240808_155522.flac	CESCAB_20240808_155522.flac	42038.335562906	42040.052368689	2024-08-08 15:55:30	1.7168	4231.738	23939.394	16875	2024-08-08	15:55:32	Delphinidae	whistles	GJ
175	CESCAB_20240808_155522.flac	CESCAB_20240808_155522.flac	42039.64699956	42041.363805344	2024-08-08 15:55:31	1.7168	4231.738	23939.394	16875	2024-08-08	15:55:33	Delphinidae	whistles	GJ
176	CESCAB_20240808_155522.flac	CESCAB_20240808_155522.flac	42042.305317104	42044.022122887	2024-08-08 15:55:34	1.7168	4231.738	23939.394	16875	2024-08-08	15:55:36	Delphinidae	whistles	GJ
177	CESCAB_20240808_155522.flac	CESCAB_20240808_155522.flac	42048.140201614	42049.735281747	2024-08-08 15:55:40	1.5951	4157.044	23002.309	16875	2024-08-08	15:55:41	Delphinidae	whistles	GJ
178	CESCAB_20240808_161022.flac	CESCAB_20240808_161022.flac	42090.306993391	42092.805811882	2024-08-08 16:10:22	2.4988	5142.595	22927.402	9375	2024-08-08	16:10:24	Delphinidae	whistles	GJ
179	CESCAB_20240808_161022.flac	CESCAB_20240808_161022.flac	42110.541597302	42112.258403085	2024-08-08 16:10:42	1.7168	4502.582	24210.238	9375	2024-08-08	16:10:44	Delphinidae	whistles	GJ
180	CESCAB_20240808_161022.flac	CESCAB_20240808_161022.flac	42112.712556629	42114.429362412	2024-08-08 16:10:44	1.7168	4231.738	23939.394	9375	2024-08-08	16:10:46	Delphinidae	whistles	GJ
181	CESCAB_20240808_161022.flac	CESCAB_20240808_161022.flac	42116.150647318	42117.867453102	2024-08-08 16:10:48	1.7168	4231.738	23939.394	9375	2024-08-08	16:10:49	Delphinidae	whistles	GJ
182	CESCAB_20240808_163252.flac	CESCAB_20240808_163252.flac	42180.920590647	42183.568927351	2024-08-08 16:32:52	2.6483	3939.394	24702.313	9843.75	2024-08-08	16:32:55	Delphinidae	whistles	GJ
183	CESCAB_20240808_163252.flac	CESCAB_20240808_163252.flac	42189.347806504	42191.064612288	2024-08-08 16:33:01	1.7168	4231.738	23939.394	9375	2024-08-08	16:33:03	Delphinidae	whistles	GJ
184	CESCAB_20240808_163252.flac	CESCAB_20240808_163252.flac	42192.382159143	42194.516554455	2024-08-08 16:33:04	2.1344	3024.96	28490.192	9843.75	2024-08-08	16:33:06	Delphinidae	whistles	GJ
185	CESCAB_20240808_163252.flac	CESCAB_20240808_163252.flac	42203.310247371	42205.027053155	2024-08-08 16:33:15	1.7168	3782.536	23490.192	9375	2024-08-08	16:33:17	Delphinidae	whistles	GJ
186	CESCAB_20240808_201752.flac	CESCAB_20240808_201752.flac	43082.303875204	43102.703555312	2024-08-08 20:17:54	20.3997	1212.121	29696.97	4687.5	2024-08-08	20:18:14	Physeter macrocephalus	clicks	GJ
187	CESCAB_20240808_204752.flac	CESCAB_20240809_004022.flac	43205.446900816	44158.629847319	2024-08-08 20:47:57	953.1829	0	38117.647	937.5	2024-08-09	00:40:50	Physeter macrocephalus	clicks	GJ
188	CESCAB_20240808_214022.flac	CESCAB_20240808_214022.flac	43420.693996601	43439.492279602	2024-08-08 21:40:32	18.7983	22121.212	118588.235	27187.5	2024-08-08	21:40:51	Delphinidae	clicks	GJ
189	CESCAB_20240808_214752.flac	CESCAB_20240808_214752.flac	43453.926994405	43460.071686821	2024-08-08 21:48:05	6.1447	595.533	22332.506	1875	2024-08-08	21:48:12	Delphinidae	whistles	GJ
190	CESCAB_20240808_215522.flac	CESCAB_20240808_215522.flac	43479.170651968	43480.260584556	2024-08-08 21:55:31	1.0899	297.767	23821.34	468.75	2024-08-08	21:55:32	Delphinidae	whistles	GJ
191	CESCAB_20240808_224752.flac	CESCAB_20240808_224752.flac	43682.03576592	43683.752571703	2024-08-08 22:47:54	1.7168	4231.738	23939.394	9375	2024-08-08	22:47:55	Delphinidae	whistles	GJ
192	CESCAB_20240808_233252.flac	CESCAB_20240808_235522.flac	43863.871106009	43953.507258401	2024-08-08 23:32:55	89.6362	16827.064	83187.314	36093.75	2024-08-08	23:55:25	Delphinidae	clicks	GJ
193	CESCAB_20240809_005522.flac	CESCAB_20240809_012522.flac	44190.184800502	44337.726823238	2024-08-09 00:55:22	147.542	14545.455	120000	42656.25	2024-08-09	01:25:49	Delphinidae	clicks	GJ
194	CESCAB_20240809_010252.flac	CESCAB_20240809_010252.flac	44235.97244244	44237.689248223	2024-08-09 01:03:07	1.7168	3176.475	22884.131	22500	2024-08-09	01:03:09	Delphinidae	whistles	GJ
195	CESCAB_20240809_010252.flac	CESCAB_20240809_010252.flac	44239.002924439	44240.719730223	2024-08-09 01:03:11	1.7168	4085.566	23793.222	23437.5	2024-08-09	01:03:12	Delphinidae	whistles	GJ
196	CESCAB_20240809_010252.flac	CESCAB_20240809_010252.flac	44243.505720125	44245.222525909	2024-08-09 01:03:15	1.7168	4231.738	23939.394	23906.25	2024-08-09	01:03:17	Delphinidae	whistles	GJ
197	CESCAB_20240809_010252.flac	CESCAB_20240809_011022.flac	44248.680578276	44250.39738406	2024-08-09 01:03:20	1.7168	4231.738	23939.394	23906.25	2024-08-09	01:10:22	Delphinidae	whistles	GJ
198	CESCAB_20240809_011752.flac	CESCAB_20240809_011752.flac	44294.813691005	44296.150591054	2024-08-09 01:18:06	1.3369	4231.738	18787.879	9375	2024-08-09	01:18:08	Delphinidae	whistles	GJ
199	CESCAB_20240809_011752.flac	CESCAB_20240809_011752.flac	44303.213974442	44304.930780226	2024-08-09 01:18:15	1.7168	4231.738	31818.182	29062.5	2024-08-09	01:18:16	Delphinidae	whistles	GJ
200	CESCAB_20240809_011752.flac	CESCAB_20240809_011752.flac	44305.501116652	44309.017837087	2024-08-09 01:18:17	3.5167	3030.303	29550.798	29062.5	2024-08-09	01:18:21	Delphinidae	whistles	GJ
201	CESCAB_20240809_012522.flac	CESCAB_20240809_012522.flac	44310.232921879	44311.949727663	2024-08-09 01:25:22	1.7168	4231.738	23939.394	12187.5	2024-08-09	01:25:23	Delphinidae	whistles	GJ
202	CESCAB_20240809_012522.flac	CESCAB_20240809_012522.flac	44310.382870255	44339.698936739	2024-08-09 01:25:22	29.3161	0	28153.779	0	2024-08-09	01:25:51	Physeter macrocephalus	clicks	GJ
203	CESCAB_20240809_012522.flac	CESCAB_20240809_012522.flac	44314.123229979	44316.782100236	2024-08-09 01:25:26	2.6589	6206.778	25914.434	12187.5	2024-08-09	01:25:28	Delphinidae	whistles	GJ
204	CESCAB_20240809_012522.flac	CESCAB_20240809_012522.flac	44317.073659024	44318.790464808	2024-08-09 01:25:29	1.7168	4231.738	23939.394	12187.5	2024-08-09	01:25:30	Delphinidae	whistles	GJ
205	CESCAB_20240809_012522.flac	CESCAB_20240809_012522.flac	44321.287132933	44323.674628303	2024-08-09 01:25:33	2.3875	3631.021	29096.252	12187.5	2024-08-09	01:25:35	Delphinidae	whistles	GJ
206	CESCAB_20240809_012522.flac	CESCAB_20240809_012522.flac	44331.939135895	44333.655941678	2024-08-09 01:25:43	1.7168	4231.738	23939.394	12187.5	2024-08-09	01:25:45	Delphinidae	whistles	GJ
207	CESCAB_20240809_012522.flac	CESCAB_20240809_012522.flac	44335.643058339	44337.359864122	2024-08-09 01:25:47	1.7168	4231.738	23939.394	12187.5	2024-08-09	01:25:49	Delphinidae	whistles	GJ
208	CESCAB_20240809_012522.flac	CESCAB_20240809_012522.flac	44337.362103683	44339.078909467	2024-08-09 01:25:49	1.7168	4231.738	23939.394	12187.5	2024-08-09	01:25:51	Delphinidae	whistles	GJ
209	CESCAB_20240809_044752.flac	CESCAB_20240809_054022.flac	45120.128557125	45349.334247315	2024-08-09 04:47:52	229.2057	15856.334	120000	90937.5	2024-08-09	05:40:41	Delphinidae	clicks	GJ
210	CESCAB_20240809_050252.flac	CESCAB_20240809_050252.flac	45180.24587998	45181.962685764	2024-08-09 05:02:52	1.7168	3123.661	22831.317	4218.75	2024-08-09	05:02:53	Delphinidae	whistles	GJ
211	CESCAB_20240809_050252.flac	CESCAB_20240809_050252.flac	45184.002560597	45185.719366381	2024-08-09 05:02:56	1.7168	4231.738	23939.394	4687.5	2024-08-09	05:02:57	Delphinidae	whistles	GJ
212	CESCAB_20240809_050252.flac	CESCAB_20240809_050252.flac	45186.212834797	45190.20805239	2024-08-09 05:02:58	3.9952	4074.033	23781.689	5625	2024-08-09	05:03:02	Delphinidae	whistles	GJ
213	CESCAB_20240809_050252.flac	CESCAB_20240809_050252.flac	45195.185216396	45196.90202218	2024-08-09 05:03:07	1.7168	3002.659	22710.315	4218.75	2024-08-09	05:03:08	Delphinidae	whistles	GJ
214	CESCAB_20240809_050252.flac	CESCAB_20240809_050252.flac	45202.445537991	45204.162343775	2024-08-09 05:03:14	1.7168	4231.738	23939.394	4687.5	2024-08-09	05:03:16	Delphinidae	whistles	GJ
215	CESCAB_20240809_050252.flac	CESCAB_20240809_050252.flac	45204.778412583	45206.495218367	2024-08-09 05:03:16	1.7168	4231.738	23939.394	4687.5	2024-08-09	05:03:18	Delphinidae	whistles	GJ
216	CESCAB_20240809_051752.flac	CESCAB_20240809_051752.flac	45243.446469007	45249.654694941	2024-08-09 05:17:55	6.2082	4231.738	23939.394	7031.25	2024-08-09	05:18:01	Delphinidae	whistles	GJ
217	CESCAB_20240809_060252.flac	CESCAB_20240809_060252.flac	45428.729959416	45430.446765199	2024-08-09 06:03:00	1.7168	4231.738	23939.394	6093.75	2024-08-09	06:03:02	Delphinidae	whistles	GJ
218	CESCAB_20240809_073252.flac	CESCAB_20240809_074752.flac	45782.80374159	45867.823848806	2024-08-09 07:32:54	85.0201	0	32784.042	0	2024-08-09	07:48:19	Physeter macrocephalus	clicks	GJ
219	CESCAB_20240809_081752.flac	CESCAB_20240809_081752.flac	45960.282946672	45989.434616274	2024-08-09 08:17:52	29.1517	0	24665.127	11718.75	2024-08-09	08:18:21	Physeter macrocephalus	clicks	GJ
220	CESCAB_20240809_084022.flac	CESCAB_20240809_085522.flac	46059.174976692	46119.23667432	2024-08-09 08:40:31	60.0617	554.273	31593.533	12187.5	2024-08-09	08:55:31	Physeter macrocephalus	clicks	GJ
221	CESCAB_20240809_090252.flac	CESCAB_20240809_091022.flac	46148.817215765	46195.336755935	2024-08-09 09:03:00	46.5195	831.409	29376.443	937.5	2024-08-09	09:10:47	Physeter macrocephalus	clicks	GJ
222	CESCAB_20240809_091752_surface_glider_noise.flac	CESCAB_20240809_120252.flac	46219.669121748	46886.308164661	2024-08-09 09:18:11	666.639	0	49090.909	937.5	2024-08-09	12:03:18	Physeter macrocephalus	clicks	GJ
223	CESCAB_20240809_161752.flac	CESCAB_20240809_161752.flac	47880.327066451	47906.378482876	2024-08-09 16:17:52	26.0514	0	27575.758	0	2024-08-09	16:18:18	Physeter macrocephalus	clicks	GJ
224	CESCAB_20240809_164022.flac	CESCAB_20240809_164752.flac	47972.039148345	48007.938889614	2024-08-09 16:40:24	35.8997	0	31039.261	0	2024-08-09	16:47:59	Physeter macrocephalus	clicks	GJ
225	CESCAB_20240809_165522.flac	CESCAB_20240809_170252.flac	48034.954316277	48087.782077328	2024-08-09 16:55:26	52.8278	0	26882.217	1875	2024-08-09	17:03:19	Physeter macrocephalus	clicks	GJ
226	CESCAB_20240809_171752.flac	CESCAB_20240809_172522.flac	48120.350202963	48172.599557871	2024-08-09 17:17:52	52.2494	1662.818	32979.215	15937.5	2024-08-09	17:25:44	Physeter macrocephalus	clicks	GJ
227	CESCAB_20240809_181022.flac	CESCAB_20240809_181022.flac	48336.84122829	48350.110860727	2024-08-09 18:10:28	13.2696	0	25984.252	0	2024-08-09	18:10:42	Physeter macrocephalus	clicks	GJ
228	CESCAB_20240809_192522.flac	CESCAB_20240809_192522.flac	48656.361426794	48658.078232578	2024-08-09 19:25:48	1.7168	4231.738	23939.394	5625	2024-08-09	19:25:50	Delphinidae	whistles	GJ
229	CESCAB_20240809_194752.flac	CESCAB_20240809_210252.flac	48720.080201419	49035.78089034	2024-08-09 19:47:52	315.7007	11515.152	118787.879	21093.75	2024-08-09	21:03:07	Delphinidae	clicks	GJ
230	CESCAB_20240809_201752.flac	CESCAB_20240809_201752.flac	48866.688415593	48868.405221377	2024-08-09 20:18:18	1.7168	4231.738	23939.394	23906.25	2024-08-09	20:18:20	Delphinidae	whistles	GJ
231	CESCAB_20240809_204022.flac	CESCAB_20240809_204022.flac	48930.530110861	48932.246916645	2024-08-09 20:40:22	1.7168	4231.738	23939.394	11250	2024-08-09	20:40:24	Delphinidae	whistles	GJ
232	CESCAB_20240809_204022.flac	CESCAB_20240809_204022.flac	48938.753552803	48941.470048445	2024-08-09 20:40:30	2.7165	4231.738	23939.394	11250	2024-08-09	20:40:33	Delphinidae	whistles	GJ
233	CESCAB_20240809_204022.flac	CESCAB_20240809_204022.flac	48942.309654193	48944.299555672	2024-08-09 20:40:34	1.9899	4085.566	26666.667	11250	2024-08-09	20:40:36	Delphinidae	whistles	GJ
234	CESCAB_20240809_204022.flac	CESCAB_20240809_204022.flac	48952.764536013	48954.481341797	2024-08-09 20:40:44	1.7168	3782.536	23490.192	11250	2024-08-09	20:40:46	Delphinidae	whistles	GJ
235	CESCAB_20240809_204752.flac	CESCAB_20240809_204752.flac	48961.887384631	48963.604190415	2024-08-09 20:47:53	1.7168	4231.738	23939.394	23906.25	2024-08-09	20:47:55	Delphinidae	whistles	GJ
236	CESCAB_20240809_204752.flac	CESCAB_20240809_204752.flac	48966.975144836	48968.710747764	2024-08-09 20:47:58	1.7356	4231.738	29393.939	28593.75	2024-08-09	20:48:00	Delphinidae	whistles	GJ
237	CESCAB_20240809_204752.flac	CESCAB_20240809_204752.flac	48984.187262377	48985.947928163	2024-08-09 20:48:16	1.7607	4231.738	30303.03	28593.75	2024-08-09	20:48:17	Delphinidae	whistles	GJ
238	CESCAB_20240809_221752.flac	CESCAB_20240809_221752.flac	49327.888042486	49331.677034874	2024-08-09 22:17:59	3.789	4231.738	23939.394	6093.75	2024-08-09	22:18:03	Delphinidae	whistles	GJ
239	CESCAB_20240810_023252.flac	CESCAB_20240810_051022.flac	50363.87613148	50999.697209566	2024-08-10 02:33:15	635.8211	16062.992	120000	18281.25	2024-08-10	05:10:51	Delphinidae	clicks	GJ
240	CESCAB_20240810_024022.flac	CESCAB_20240810_024022.flac	50382.031755328	50383.748561112	2024-08-10 02:40:34	1.7168	4231.738	23939.394	5156.25	2024-08-10	02:40:35	Delphinidae	whistles	GJ
241	CESCAB_20240810_030252.flac	CESCAB_20240810_030252.flac	50484.486413622	50486.203219405	2024-08-10 03:03:16	1.7168	4231.738	23939.394	7031.25	2024-08-10	03:03:18	Delphinidae	whistles	GJ
242	CESCAB_20240810_041022.flac	CESCAB_20240810_041022.flac	50735.703851167	50737.420656951	2024-08-10 04:10:27	1.7168	4231.738	23939.394	23906.25	2024-08-10	04:10:29	Delphinidae	whistles	GJ
243	CESCAB_20240810_041022.flac	CESCAB_20240810_041022.flac	50737.859940367	50739.576746151	2024-08-10 04:10:29	1.7168	4231.738	23939.394	23906.25	2024-08-10	04:10:31	Delphinidae	whistles	GJ
244	CESCAB_20240810_044022.flac	CESCAB_20240810_044022.flac	50852.142730144	50853.859535928	2024-08-10 04:40:24	1.7168	4231.738	23939.394	8437.5	2024-08-10	04:40:25	Delphinidae	whistles	GJ
245	CESCAB_20240810_044022.flac	CESCAB_20240810_044022.flac	50866.436898898	50868.153704682	2024-08-10 04:40:38	1.7168	4231.738	23939.394	8437.5	2024-08-10	04:40:40	Delphinidae	whistles	GJ
